applicant_id,gender,age,income,business_or_commercial,occupancy_type,construction_type,total_units,region
120117,Sex Not Available,55-64,12840.0,nob/c,pr,sb,1U,south
120118,Joint,65-74,4320.0,nob/c,pr,sb,1U,North
120119,Joint,35-44,12420.0,nob/c,pr,sb,1U,North
120120,Male,25-34,11160.0,nob/c,ir,sb,2U,south
120121,Male,25-34,,b/c,pr,sb,1U,North
120122,Female,55-64,3360.0,nob/c,pr,sb,1U,North
120123,Joint,55-64,4800.0,b/c,pr,sb,1U,south
120124,Sex Not Available,45-54,5880.0,nob/c,pr,sb,1U,south
120125,Male,65-74,3600.0,nob/c,pr,sb,1U,North
120126,Joint,45-54,9300.0,nob/c,ir,sb,1U,North
120127,Joint,25-34,10620.0,nob/c,pr,sb,1U,south
120128,Sex Not Available,65-74,1140.0,nob/c,pr,sb,1U,south
120129,Male,45-54,10740.0,nob/c,pr,sb,1U,North
120130,Joint,55-64,11400.0,nob/c,ir,sb,1U,south
120131,Joint,<25,4860.0,nob/c,pr,sb,1U,south
120132,Male,35-44,,b/c,pr,sb,1U,south
120133,Female,65-74,6720.0,nob/c,pr,sb,1U,North
120134,Female,>74,3420.0,nob/c,pr,sb,1U,North
120135,Male,25-34,12000.0,nob/c,pr,sb,1U,North
120136,Joint,35-44,4500.0,nob/c,pr,sb,1U,central
120137,Female,55-64,4500.0,nob/c,pr,sb,1U,North
120138,Male,45-54,20700.0,nob/c,sr,sb,1U,North-East
120139,Female,>74,2040.0,nob/c,pr,sb,1U,North
120140,Male,35-44,3420.0,b/c,pr,sb,1U,south
120141,Male,55-64,9960.0,nob/c,pr,sb,1U,central
120142,Male,35-44,8820.0,nob/c,pr,sb,1U,North
120143,Sex Not Available,55-64,6120.0,nob/c,pr,sb,1U,south
120144,Male,55-64,,nob/c,pr,sb,1U,south
120145,Joint,25-34,3960.0,nob/c,pr,sb,1U,North
120146,Male,35-44,,nob/c,pr,sb,1U,south
120147,Joint,45-54,14340.0,nob/c,pr,sb,1U,North
120148,Female,55-64,7020.0,nob/c,pr,sb,1U,North
120149,Sex Not Available,55-64,1200.0,nob/c,ir,sb,4U,south
120150,Female,>74,4500.0,nob/c,pr,sb,1U,central
120151,Sex Not Available,45-54,10800.0,nob/c,pr,sb,1U,south
120152,Joint,45-54,9660.0,nob/c,pr,sb,1U,North
120153,Joint,55-64,4020.0,nob/c,pr,sb,1U,North
120154,Male,25-34,4140.0,nob/c,pr,sb,1U,North
120155,Joint,55-64,13020.0,nob/c,sr,sb,1U,North
120156,Female,65-74,1380.0,nob/c,pr,sb,1U,North
120157,Female,35-44,4320.0,nob/c,pr,sb,1U,North
120158,Male,55-64,3840.0,nob/c,pr,sb,1U,North
120159,Male,35-44,3540.0,nob/c,ir,sb,1U,North
120160,Female,55-64,4560.0,nob/c,pr,sb,1U,North
120161,Sex Not Available,25-34,4740.0,b/c,pr,sb,1U,south
120162,Female,65-74,3000.0,nob/c,pr,sb,1U,North
120163,Joint,25-34,6120.0,nob/c,pr,sb,1U,North
120164,Male,45-54,7140.0,nob/c,pr,sb,1U,North
120165,Sex Not Available,35-44,3000.0,b/c,pr,sb,1U,south
120166,Female,45-54,7620.0,nob/c,pr,sb,1U,North
120167,Joint,45-54,,b/c,pr,sb,1U,North
120168,Joint,45-54,11340.0,nob/c,pr,sb,1U,south
120169,Female,55-64,13380.0,nob/c,pr,sb,1U,North
120170,Male,25-34,12840.0,nob/c,pr,sb,1U,North
120171,Female,45-54,6180.0,nob/c,pr,sb,1U,south
120172,Sex Not Available,45-54,1800.0,nob/c,pr,sb,1U,south
120173,Female,25-34,6300.0,nob/c,pr,sb,1U,North
120174,Sex Not Available,45-54,9900.0,nob/c,pr,sb,1U,south
120175,Joint,45-54,9060.0,nob/c,ir,sb,1U,North
120176,Sex Not Available,55-64,1500.0,nob/c,pr,sb,1U,south
120177,Male,35-44,5700.0,nob/c,pr,sb,1U,south
120178,Sex Not Available,65-74,2760.0,nob/c,pr,sb,1U,south
120179,Male,25-34,2700.0,nob/c,pr,sb,1U,south
120180,Joint,35-44,8640.0,nob/c,pr,sb,1U,central
120181,Sex Not Available,25-34,17940.0,nob/c,pr,sb,1U,south
120182,Female,65-74,5160.0,b/c,pr,sb,1U,south
120183,Male,55-64,2760.0,nob/c,pr,sb,1U,North
120184,Joint,65-74,2760.0,nob/c,pr,sb,1U,North
120185,Sex Not Available,65-74,,b/c,pr,sb,1U,south
120186,Male,25-34,6060.0,nob/c,pr,sb,1U,North
120187,Joint,35-44,5160.0,b/c,pr,sb,1U,south
120188,Joint,55-64,9840.0,nob/c,pr,sb,1U,south
120189,Sex Not Available,25-34,4620.0,b/c,pr,sb,1U,south
120190,Female,55-64,2280.0,b/c,pr,sb,1U,North
120191,Female,45-54,4560.0,nob/c,pr,sb,1U,North
120192,Joint,65-74,21600.0,nob/c,pr,sb,1U,North
120193,Sex Not Available,65-74,7680.0,nob/c,pr,sb,1U,south
120194,Sex Not Available,35-44,1920.0,b/c,pr,sb,1U,south
120195,Sex Not Available,35-44,6000.0,b/c,pr,sb,1U,south
120196,Joint,>74,4080.0,nob/c,pr,sb,1U,south
120197,Sex Not Available,45-54,6900.0,nob/c,pr,sb,1U,south
120198,Sex Not Available,45-54,4380.0,b/c,pr,sb,1U,south
120199,Joint,25-34,7380.0,nob/c,pr,sb,1U,North
120200,Joint,>74,4920.0,nob/c,pr,sb,1U,North
120201,Female,55-64,10920.0,nob/c,pr,sb,1U,North
120202,Male,45-54,8640.0,nob/c,pr,sb,1U,North
120203,Male,65-74,3000.0,nob/c,pr,sb,1U,North
120204,Female,55-64,5520.0,nob/c,pr,sb,1U,south
120205,Female,>74,7740.0,nob/c,pr,sb,1U,central
120206,Male,55-64,15360.0,nob/c,pr,sb,1U,North
120207,Joint,55-64,5520.0,nob/c,pr,sb,1U,south
120208,Female,>74,3540.0,nob/c,pr,sb,1U,central
120209,Male,>74,1740.0,nob/c,pr,sb,1U,North
120210,Female,35-44,1560.0,b/c,pr,sb,1U,North
120211,Sex Not Available,55-64,17760.0,nob/c,pr,sb,1U,south
120212,Joint,55-64,2280.0,nob/c,pr,sb,1U,North
120213,Joint,35-44,15120.0,nob/c,pr,sb,1U,North
120214,Female,45-54,3060.0,nob/c,pr,sb,1U,North
120215,Male,45-54,4680.0,nob/c,pr,sb,1U,North
120216,Joint,65-74,8400.0,nob/c,pr,sb,1U,North
120217,Sex Not Available,65-74,2700.0,nob/c,pr,sb,1U,south
120218,Joint,55-64,8640.0,nob/c,ir,sb,1U,North
120219,Joint,35-44,9540.0,nob/c,pr,sb,1U,south
120220,Sex Not Available,45-54,4740.0,b/c,pr,sb,1U,south
120221,Male,65-74,1500.0,nob/c,pr,sb,1U,North
120222,Sex Not Available,45-54,8220.0,nob/c,pr,sb,1U,south
120223,Male,25-34,7620.0,nob/c,pr,sb,1U,North
120224,Male,45-54,2340.0,nob/c,ir,sb,1U,North
120225,Joint,65-74,1980.0,nob/c,pr,sb,1U,North
120226,Sex Not Available,45-54,4020.0,nob/c,pr,sb,1U,south
120227,Joint,55-64,,nob/c,pr,sb,1U,south
120228,Female,45-54,6840.0,nob/c,pr,sb,1U,south
120229,Male,55-64,3000.0,b/c,pr,sb,1U,North
120230,Joint,25-34,28380.0,nob/c,pr,sb,1U,North
120231,Female,55-64,,nob/c,pr,sb,1U,North
120232,Female,25-34,3960.0,nob/c,pr,sb,1U,North
120233,Male,35-44,0.0,nob/c,pr,sb,1U,North
120234,Sex Not Available,>74,2280.0,b/c,pr,sb,1U,south
120235,Sex Not Available,<25,5580.0,b/c,pr,sb,1U,south
120236,Female,65-74,5220.0,nob/c,pr,sb,1U,south
120237,Sex Not Available,25-34,6060.0,nob/c,pr,sb,1U,south
120238,Joint,55-64,5040.0,nob/c,pr,sb,1U,North
120239,Joint,65-74,3120.0,nob/c,pr,sb,1U,North
120240,Joint,35-44,,nob/c,pr,sb,1U,North
120241,Joint,35-44,,nob/c,pr,sb,1U,central
120242,Female,35-44,2760.0,nob/c,pr,sb,1U,North
120243,Sex Not Available,45-54,7380.0,nob/c,pr,sb,1U,south
120244,Sex Not Available,45-54,8460.0,nob/c,pr,sb,1U,south
120245,Sex Not Available,45-54,6120.0,nob/c,pr,sb,1U,south
120246,Male,25-34,6000.0,nob/c,pr,sb,1U,North
120247,Joint,45-54,8220.0,nob/c,pr,sb,1U,south
120248,Male,55-64,15420.0,nob/c,pr,sb,1U,south
120249,Sex Not Available,35-44,7500.0,nob/c,pr,sb,1U,south
120250,Female,35-44,12720.0,nob/c,pr,sb,1U,North
120251,Male,35-44,6240.0,nob/c,pr,sb,1U,North
120252,Sex Not Available,45-54,8400.0,b/c,pr,sb,1U,south
120253,Sex Not Available,35-44,3420.0,nob/c,pr,sb,1U,south
120254,Sex Not Available,55-64,3720.0,nob/c,pr,sb,1U,south
120255,Sex Not Available,25-34,5940.0,nob/c,pr,sb,1U,south
120256,Sex Not Available,55-64,7860.0,nob/c,ir,sb,1U,south
120257,Male,25-34,4980.0,b/c,pr,sb,1U,North
120258,Male,25-34,,nob/c,pr,sb,1U,North
120259,Female,35-44,2520.0,b/c,pr,sb,1U,North
120260,Male,25-34,3420.0,nob/c,pr,sb,1U,North
120261,Male,35-44,2520.0,b/c,pr,sb,1U,North
120262,Male,35-44,4140.0,nob/c,pr,sb,1U,North
120263,Male,35-44,20760.0,nob/c,pr,sb,1U,North
120264,Sex Not Available,35-44,3120.0,nob/c,pr,sb,1U,south
120265,Sex Not Available,45-54,6060.0,nob/c,pr,sb,1U,south
120266,Female,55-64,17520.0,nob/c,pr,sb,1U,central
120267,Female,45-54,4320.0,nob/c,ir,sb,1U,North
120268,Sex Not Available,35-44,20520.0,nob/c,sr,sb,1U,south
120269,Joint,>74,5880.0,nob/c,sr,sb,1U,central
120270,Sex Not Available,>74,4920.0,nob/c,pr,sb,1U,south
120271,Sex Not Available,55-64,6600.0,nob/c,pr,sb,1U,south
120272,Female,45-54,2880.0,nob/c,ir,sb,1U,North
120273,Female,25-34,8760.0,nob/c,pr,sb,1U,south
120274,Female,65-74,,nob/c,pr,sb,1U,central
120275,Sex Not Available,45-54,7560.0,nob/c,pr,sb,1U,south
120276,Female,45-54,2340.0,nob/c,pr,sb,1U,North
120277,Female,>74,2640.0,nob/c,pr,sb,1U,North
120278,Male,45-54,4500.0,nob/c,pr,sb,3U,North
120279,Male,25-34,5520.0,nob/c,pr,sb,1U,North
120280,Sex Not Available,45-54,1260.0,nob/c,pr,sb,1U,south
120281,Male,35-44,,nob/c,pr,sb,1U,central
120282,Female,25-34,2820.0,nob/c,pr,sb,1U,North
120283,Sex Not Available,35-44,2400.0,b/c,pr,sb,1U,south
120284,Sex Not Available,65-74,3660.0,nob/c,pr,sb,1U,south
120285,Male,35-44,6060.0,nob/c,pr,sb,1U,North
120286,Sex Not Available,35-44,1560.0,b/c,pr,sb,1U,south
120287,Male,55-64,2040.0,nob/c,pr,sb,1U,North
120288,Sex Not Available,55-64,3420.0,nob/c,pr,sb,1U,south
120289,Joint,25-34,5820.0,b/c,pr,sb,1U,south
120290,Joint,35-44,10560.0,nob/c,pr,sb,1U,North
120291,Sex Not Available,55-64,3000.0,nob/c,pr,sb,1U,south
120292,Sex Not Available,65-74,5160.0,nob/c,pr,sb,1U,south
120293,Male,65-74,,nob/c,pr,sb,1U,south
120294,Joint,35-44,16560.0,nob/c,pr,sb,1U,North
120295,Sex Not Available,55-64,10740.0,nob/c,pr,sb,1U,south
120296,Male,45-54,9240.0,nob/c,pr,sb,1U,North
120297,Joint,25-34,,b/c,pr,sb,1U,North
120298,Joint,35-44,11160.0,nob/c,pr,sb,1U,central
120299,Male,45-54,2760.0,nob/c,pr,sb,1U,North
120300,Male,45-54,3540.0,b/c,pr,sb,1U,North
120301,Joint,45-54,32460.0,nob/c,pr,sb,1U,south
120302,Male,45-54,5040.0,nob/c,pr,sb,1U,North
120303,Male,55-64,14880.0,nob/c,pr,sb,1U,North
120304,Female,45-54,43500.0,nob/c,ir,sb,1U,North
120305,Sex Not Available,25-34,1980.0,nob/c,pr,sb,1U,south
120306,Sex Not Available,25-34,5340.0,nob/c,pr,sb,1U,south
120307,Male,25-34,3300.0,b/c,pr,sb,1U,North
120308,Sex Not Available,>74,2580.0,nob/c,pr,sb,1U,south
120309,Sex Not Available,65-74,4560.0,nob/c,pr,sb,1U,south
120310,Male,45-54,9300.0,nob/c,pr,sb,1U,south
120311,Joint,35-44,13980.0,nob/c,pr,sb,1U,south
120312,Male,25-34,11700.0,nob/c,ir,sb,1U,south
120313,Joint,25-34,8520.0,nob/c,pr,sb,1U,south
120314,Joint,25-34,2400.0,nob/c,pr,sb,1U,North
120315,Joint,65-74,10800.0,nob/c,pr,sb,1U,south
120316,Sex Not Available,35-44,0.0,b/c,pr,sb,1U,south
120317,Sex Not Available,45-54,6360.0,nob/c,pr,sb,1U,south
120318,Sex Not Available,35-44,6360.0,nob/c,pr,sb,1U,south
120319,Sex Not Available,55-64,22680.0,nob/c,pr,sb,1U,south
120320,Sex Not Available,55-64,2520.0,nob/c,pr,sb,1U,south
120321,Male,65-74,2640.0,nob/c,pr,sb,1U,south
120322,Sex Not Available,35-44,3720.0,nob/c,pr,sb,1U,south
120323,Sex Not Available,55-64,6240.0,nob/c,pr,sb,1U,south
120324,Female,55-64,,b/c,pr,sb,1U,south
120325,Joint,25-34,12540.0,nob/c,pr,sb,1U,south
120326,Sex Not Available,65-74,3420.0,nob/c,pr,sb,1U,south
120327,Male,55-64,4140.0,nob/c,sr,sb,1U,North
120328,Male,35-44,3480.0,nob/c,pr,sb,1U,North
120329,Male,45-54,12060.0,nob/c,pr,sb,1U,North
120330,Joint,65-74,11820.0,b/c,pr,sb,1U,North
120331,Sex Not Available,55-64,5220.0,nob/c,pr,sb,1U,south
120332,Male,25-34,3240.0,nob/c,pr,sb,1U,North
120333,Male,35-44,6240.0,nob/c,pr,sb,1U,North
120334,Sex Not Available,25-34,7920.0,nob/c,ir,sb,1U,south
120335,Female,25-34,1020.0,b/c,pr,sb,1U,North
120336,Sex Not Available,55-64,6060.0,nob/c,pr,sb,1U,south
120337,Female,65-74,2040.0,nob/c,ir,sb,1U,North
120338,Male,35-44,6660.0,nob/c,pr,sb,1U,south
120339,Female,25-34,5760.0,b/c,pr,sb,1U,North
120340,Male,65-74,7320.0,nob/c,pr,sb,1U,south
120341,Female,45-54,71880.0,nob/c,sr,sb,1U,North
120342,Sex Not Available,55-64,3180.0,b/c,pr,sb,1U,south
120343,Joint,35-44,10980.0,nob/c,pr,sb,1U,central
120344,Male,35-44,9120.0,nob/c,pr,sb,1U,south
120345,Joint,25-34,7500.0,nob/c,pr,sb,1U,North
120346,Male,35-44,5400.0,nob/c,pr,sb,1U,North
120347,Male,55-64,5100.0,nob/c,pr,sb,1U,North
120348,Joint,35-44,8640.0,nob/c,pr,sb,1U,south
120349,Male,25-34,3600.0,nob/c,pr,sb,1U,North
120350,Joint,55-64,11220.0,nob/c,pr,sb,1U,south
120351,Joint,55-64,11580.0,nob/c,pr,sb,1U,central
120352,Sex Not Available,55-64,,nob/c,pr,sb,1U,south
120353,Female,35-44,2760.0,nob/c,ir,sb,1U,south
120354,Joint,45-54,4500.0,nob/c,pr,sb,1U,south
120355,Male,45-54,900.0,b/c,pr,sb,1U,North
120356,Joint,25-34,10740.0,nob/c,pr,sb,1U,North
120357,Male,25-34,0.0,b/c,pr,sb,1U,North
120358,Joint,55-64,2280.0,nob/c,pr,sb,1U,south
120359,Joint,25-34,6180.0,nob/c,pr,sb,1U,North
120360,Joint,35-44,9840.0,nob/c,pr,sb,1U,south
120361,Female,25-34,3360.0,nob/c,pr,sb,1U,North
120362,Male,35-44,35880.0,nob/c,pr,sb,1U,south
120363,Male,55-64,8220.0,nob/c,pr,sb,1U,south
120364,Sex Not Available,55-64,1740.0,nob/c,pr,sb,1U,south
120365,Male,45-54,5040.0,nob/c,sr,sb,1U,south
120366,Male,25-34,3840.0,b/c,pr,sb,1U,North
120367,Joint,65-74,12300.0,nob/c,pr,sb,1U,North
120368,Male,55-64,4740.0,nob/c,pr,sb,1U,North
120369,Joint,55-64,,nob/c,pr,sb,1U,central
120370,Male,45-54,1140.0,nob/c,pr,sb,1U,North
120371,Sex Not Available,55-64,6780.0,nob/c,pr,sb,1U,south
120372,Joint,65-74,9000.0,nob/c,pr,sb,1U,south
120373,Joint,45-54,6360.0,nob/c,pr,sb,1U,North
120374,Joint,55-64,7680.0,nob/c,pr,sb,1U,North
120375,Male,25-34,,b/c,pr,sb,1U,south
120376,Joint,35-44,7020.0,nob/c,pr,sb,1U,central
120377,Sex Not Available,45-54,1920.0,b/c,pr,sb,1U,south
120378,Male,25-34,6300.0,nob/c,pr,sb,1U,south
120379,Male,65-74,15300.0,nob/c,pr,sb,1U,North
120380,Sex Not Available,35-44,5820.0,nob/c,pr,sb,1U,south
120381,Female,65-74,2940.0,nob/c,pr,sb,1U,North
120382,Sex Not Available,45-54,5040.0,nob/c,sr,sb,1U,south
120383,Female,65-74,1920.0,nob/c,sr,sb,1U,North
120384,Joint,35-44,5280.0,nob/c,pr,sb,1U,North
120385,Male,45-54,3840.0,nob/c,pr,sb,1U,North
120386,Male,55-64,3300.0,nob/c,pr,sb,1U,central
120387,Female,55-64,3000.0,nob/c,pr,sb,1U,North
120388,Joint,65-74,4500.0,nob/c,pr,sb,1U,south
120389,Joint,55-64,5280.0,nob/c,pr,sb,1U,central
120390,Sex Not Available,55-64,18300.0,nob/c,ir,sb,2U,south
120391,Joint,55-64,16080.0,nob/c,sr,sb,1U,North
120392,Female,65-74,3780.0,b/c,pr,sb,1U,central
120393,Male,35-44,8400.0,nob/c,pr,sb,1U,south
120394,Sex Not Available,45-54,9300.0,nob/c,pr,sb,1U,south
120395,Male,25-34,5400.0,nob/c,pr,sb,1U,south
120396,Male,35-44,5280.0,nob/c,pr,sb,1U,south
120397,Male,45-54,6840.0,nob/c,pr,sb,1U,North
120398,Male,25-34,,nob/c,pr,sb,1U,North
120399,Sex Not Available,65-74,16680.0,nob/c,ir,sb,1U,south
120400,Sex Not Available,35-44,4080.0,nob/c,pr,sb,1U,south
120401,Male,65-74,5520.0,nob/c,pr,sb,1U,North
120402,Female,65-74,3240.0,nob/c,pr,sb,1U,North
120403,Joint,25-34,,nob/c,pr,sb,1U,south
120404,Sex Not Available,>74,2760.0,nob/c,pr,sb,1U,south
120405,Male,45-54,7920.0,nob/c,pr,sb,1U,south
120406,Joint,>74,8340.0,nob/c,pr,sb,1U,south
120407,Sex Not Available,35-44,7440.0,nob/c,pr,sb,1U,south
120408,Joint,55-64,5400.0,nob/c,pr,sb,1U,North
120409,Sex Not Available,65-74,1500.0,b/c,pr,sb,1U,south
120410,Sex Not Available,65-74,3060.0,nob/c,pr,sb,1U,south
120411,Male,35-44,3720.0,b/c,pr,sb,1U,central
120412,Male,25-34,11100.0,nob/c,pr,sb,1U,south
120413,Joint,35-44,7860.0,nob/c,sr,sb,1U,North
120414,Joint,25-34,9360.0,nob/c,pr,sb,1U,North
120415,Male,45-54,,nob/c,pr,sb,1U,central
120416,Male,45-54,0.0,nob/c,pr,sb,1U,North
120417,Joint,>74,4200.0,nob/c,pr,sb,1U,North
120418,Female,45-54,3420.0,nob/c,pr,sb,1U,North
120419,Female,55-64,4320.0,nob/c,pr,sb,1U,North
120420,Sex Not Available,55-64,4620.0,nob/c,pr,sb,1U,south
120421,Sex Not Available,55-64,15180.0,nob/c,pr,sb,1U,south
120422,Male,65-74,,nob/c,pr,sb,1U,North
120423,Joint,35-44,4680.0,nob/c,pr,sb,1U,North
120424,Male,25-34,4500.0,nob/c,pr,sb,1U,North
120425,Male,55-64,7080.0,nob/c,pr,sb,1U,North
120426,Female,65-74,3600.0,nob/c,pr,sb,1U,North
120427,Joint,55-64,16380.0,nob/c,pr,sb,1U,central
120428,Female,>74,4560.0,nob/c,pr,sb,1U,North
120429,Joint,45-54,7080.0,nob/c,pr,sb,1U,North
120430,Sex Not Available,65-74,1800.0,b/c,pr,sb,1U,south
120431,Joint,35-44,7260.0,nob/c,pr,sb,1U,North
120432,Sex Not Available,65-74,1560.0,nob/c,pr,sb,1U,south
120433,Male,35-44,8940.0,nob/c,pr,sb,1U,North
120434,Female,>74,1080.0,b/c,pr,sb,1U,North
120435,Sex Not Available,45-54,5940.0,nob/c,pr,sb,1U,south
120436,Female,35-44,10020.0,nob/c,pr,sb,1U,North
120437,Female,55-64,5700.0,nob/c,pr,sb,1U,North
120438,Sex Not Available,65-74,9060.0,nob/c,pr,sb,1U,south
120439,Female,45-54,7500.0,nob/c,pr,sb,1U,central
120440,Male,35-44,3060.0,nob/c,pr,sb,1U,North
120441,Joint,35-44,6960.0,nob/c,pr,sb,1U,south
120442,Male,55-64,5160.0,nob/c,pr,sb,1U,south
120443,Male,45-54,9300.0,nob/c,ir,sb,1U,south
120444,Female,25-34,5940.0,b/c,pr,sb,1U,North
120445,Joint,65-74,23160.0,nob/c,pr,sb,1U,North
120446,Joint,35-44,8160.0,nob/c,pr,sb,1U,south
120447,Male,45-54,1740.0,nob/c,pr,sb,1U,North
120448,Joint,55-64,15420.0,nob/c,pr,sb,1U,North
120449,Joint,45-54,3780.0,nob/c,pr,sb,1U,North
120450,Male,45-54,7080.0,nob/c,pr,sb,1U,south
120451,Male,35-44,6120.0,nob/c,pr,sb,1U,North
120452,Male,45-54,4980.0,nob/c,pr,sb,1U,North
120453,Joint,65-74,3780.0,nob/c,pr,sb,1U,North
120454,Joint,55-64,4980.0,nob/c,pr,sb,1U,North
120455,Female,<25,2100.0,nob/c,pr,sb,1U,North
120456,Sex Not Available,55-64,5820.0,nob/c,pr,sb,1U,south
120457,Female,35-44,4080.0,nob/c,pr,sb,1U,North
120458,Sex Not Available,55-64,6540.0,b/c,pr,sb,1U,south
120459,Female,35-44,6060.0,b/c,pr,sb,1U,North-East
120460,Sex Not Available,35-44,17280.0,nob/c,pr,sb,1U,south
120461,Male,45-54,9060.0,nob/c,ir,sb,1U,south
120462,Female,45-54,6360.0,b/c,pr,sb,1U,North
120463,Sex Not Available,>74,2640.0,nob/c,pr,sb,1U,south
120464,Sex Not Available,65-74,4800.0,nob/c,pr,sb,1U,south
120465,Female,45-54,4740.0,b/c,pr,sb,1U,North-East
120466,Joint,25-34,6360.0,nob/c,pr,sb,1U,south
120467,Male,55-64,6000.0,nob/c,pr,sb,1U,North
120468,Sex Not Available,65-74,2580.0,b/c,pr,sb,1U,south
120469,Joint,35-44,6720.0,b/c,pr,sb,1U,North
120470,Sex Not Available,45-54,6060.0,nob/c,pr,sb,1U,south
120471,Joint,25-34,9060.0,nob/c,pr,sb,1U,south
120472,Sex Not Available,55-64,3360.0,nob/c,ir,sb,1U,south
120473,Joint,>74,3120.0,nob/c,pr,sb,1U,south
120474,Sex Not Available,45-54,7440.0,nob/c,pr,sb,1U,south
120475,Joint,35-44,8580.0,nob/c,pr,sb,1U,North
120476,Male,25-34,7620.0,nob/c,pr,sb,1U,North
120477,Male,45-54,4200.0,nob/c,pr,sb,1U,central
120478,Sex Not Available,55-64,3840.0,nob/c,pr,sb,1U,south
120479,Female,55-64,6480.0,nob/c,pr,sb,1U,south
120480,Male,35-44,5880.0,nob/c,pr,sb,1U,North-East
120481,Female,<25,2880.0,nob/c,pr,sb,1U,North
120482,Sex Not Available,55-64,7740.0,nob/c,pr,sb,1U,south
120483,Male,55-64,5880.0,nob/c,pr,sb,1U,North
120484,Male,55-64,7020.0,nob/c,pr,sb,1U,south
120485,Joint,65-74,9480.0,b/c,pr,sb,1U,North
120486,Joint,35-44,9480.0,nob/c,pr,sb,1U,North
120487,Sex Not Available,25-34,9960.0,nob/c,pr,sb,1U,south
120488,Joint,35-44,9780.0,nob/c,pr,sb,1U,central
120489,Male,35-44,9060.0,nob/c,pr,sb,1U,North
120490,Male,45-54,1680.0,nob/c,pr,sb,1U,North
120491,Sex Not Available,45-54,3780.0,nob/c,pr,sb,1U,south
120492,Male,55-64,7200.0,nob/c,pr,sb,1U,south
120493,Male,55-64,8040.0,nob/c,pr,sb,1U,North
120494,Joint,55-64,5280.0,nob/c,pr,sb,1U,central
120495,Female,45-54,4680.0,nob/c,pr,sb,1U,North
120496,Joint,65-74,3780.0,nob/c,pr,sb,1U,south
120497,Female,45-54,3840.0,nob/c,pr,sb,1U,North
120498,Joint,65-74,28920.0,nob/c,sr,sb,1U,North
120499,Sex Not Available,45-54,2880.0,nob/c,pr,sb,1U,south
120500,Joint,>74,,nob/c,pr,sb,1U,North
120501,Joint,65-74,2940.0,nob/c,pr,sb,1U,North
120502,Female,35-44,2700.0,nob/c,pr,sb,1U,North
120503,Joint,25-34,9180.0,nob/c,pr,sb,1U,central
120504,Male,55-64,3360.0,nob/c,pr,sb,1U,North
120505,Sex Not Available,35-44,29760.0,nob/c,pr,sb,1U,south
120506,Female,55-64,4320.0,nob/c,pr,sb,1U,North
120507,Male,35-44,5880.0,nob/c,pr,sb,1U,North
120508,Male,35-44,6540.0,nob/c,pr,sb,1U,south
120509,Joint,55-64,5460.0,nob/c,pr,sb,1U,North
120510,Male,25-34,4200.0,nob/c,pr,sb,1U,North
120511,Joint,65-74,4320.0,nob/c,pr,sb,1U,North
120512,Male,65-74,1440.0,nob/c,pr,sb,1U,North
120513,Joint,25-34,8040.0,nob/c,pr,sb,1U,south
120514,Sex Not Available,55-64,19800.0,nob/c,pr,sb,1U,south
120515,Male,65-74,5340.0,nob/c,pr,sb,1U,North-East
120516,Male,45-54,3600.0,nob/c,pr,sb,1U,North
120517,Sex Not Available,25-34,7920.0,nob/c,pr,sb,1U,south
120518,Male,45-54,7260.0,nob/c,pr,sb,1U,North
120519,Sex Not Available,45-54,,nob/c,pr,sb,1U,south
120520,Female,45-54,4320.0,nob/c,pr,sb,1U,North
120521,Male,35-44,6660.0,nob/c,pr,sb,1U,south
120522,Joint,45-54,8580.0,nob/c,pr,sb,1U,North
120523,Sex Not Available,55-64,5760.0,nob/c,pr,sb,1U,south
120524,Joint,55-64,9720.0,nob/c,pr,sb,1U,North
120525,Male,55-64,1620.0,b/c,pr,sb,1U,central
120526,Sex Not Available,35-44,,nob/c,pr,sb,1U,south
120527,Male,35-44,,b/c,pr,sb,1U,North
120528,Joint,55-64,7500.0,nob/c,pr,sb,1U,North
120529,Sex Not Available,35-44,10260.0,nob/c,pr,sb,1U,south
120530,Sex Not Available,35-44,4560.0,nob/c,pr,sb,1U,south
120531,Joint,55-64,9360.0,nob/c,pr,sb,1U,central
120532,Female,>74,1920.0,nob/c,pr,sb,1U,North
120533,Female,25-34,7320.0,nob/c,pr,sb,1U,North
120534,Sex Not Available,55-64,5880.0,nob/c,pr,sb,1U,south
120535,Male,35-44,4800.0,b/c,pr,sb,1U,North
120536,Sex Not Available,35-44,9960.0,nob/c,pr,sb,1U,south
120537,Female,25-34,6540.0,nob/c,pr,sb,1U,North
120538,Joint,55-64,8880.0,nob/c,pr,sb,1U,North
120539,Joint,45-54,3600.0,nob/c,pr,sb,1U,south
120540,Female,45-54,3360.0,nob/c,ir,sb,1U,south
120541,Sex Not Available,55-64,9060.0,nob/c,pr,sb,1U,south
120542,Male,55-64,3960.0,nob/c,pr,sb,1U,North
120543,Joint,55-64,4680.0,nob/c,pr,sb,1U,North
120544,Sex Not Available,45-54,10440.0,nob/c,pr,sb,1U,south
120545,Male,35-44,9360.0,nob/c,pr,sb,1U,North
120546,Joint,55-64,11100.0,nob/c,pr,sb,1U,North
120547,Joint,>74,,nob/c,pr,sb,1U,south
120548,Male,35-44,3360.0,nob/c,pr,sb,1U,North
120549,Male,55-64,3180.0,nob/c,pr,sb,1U,south
120550,Sex Not Available,65-74,1680.0,nob/c,pr,sb,1U,south
