applicant_id,loan_id,loan_type,loan_purpose,loan_amount,loan_term,property_value,loan_to_value,secured_by,security_type
93329,93329,type1,p1,236500,180.0,288000.0,82.11805556,home,direct
93330,93330,type1,p1,76500,360.0,188000.0,40.69148936,home,direct
93331,93331,type1,p3,246500,360.0,318000.0,77.51572327,home,direct
93332,93332,type1,p3,176500,360.0,358000.0,49.30167598,home,direct
93333,93333,type1,p4,326500,360.0,558000.0,58.5125448,home,direct
93334,93334,type2,p4,606500,360.0,,,home,direct
93335,93335,type1,p3,176500,180.0,238000.0,74.15966387,home,direct
93336,93336,type3,p3,256500,360.0,288000.0,89.0625,home,direct
93337,93337,type1,p1,366500,360.0,408000.0,89.82843137,home,direct
93338,93338,type1,p4,456500,360.0,908000.0,50.2753304,home,direct
93339,93339,type1,p1,556500,360.0,588000.0,94.64285714,home,direct
93340,93340,type1,p4,146500,360.0,218000.0,67.20183486,home,direct
93341,93341,type2,p3,296500,360.0,348000.0,85.20114943,home,direct
93342,93342,type1,p1,306500,360.0,388000.0,78.99484536,home,direct
93343,93343,type1,p1,656500,180.0,878000.0,74.77220957,home,direct
93344,93344,type1,p3,96500,180.0,118000.0,81.77966102,home,direct
93345,93345,type1,p1,166500,360.0,168000.0,99.10714286,home,direct
93346,93346,type1,p4,356500,180.0,928000.0,38.41594828,home,direct
93347,93347,type1,p4,486500,360.0,748000.0,65.04010695,home,direct
93348,93348,type1,p1,306500,300.0,,,home,direct
93349,93349,type1,p3,366500,360.0,468000.0,78.31196581,home,direct
93350,93350,type1,p3,386500,360.0,808000.0,47.83415842,home,direct
93351,93351,type1,p1,76500,360.0,78000.0,98.07692308,home,direct
93352,93352,type1,p2,106500,360.0,498000.0,21.38554217,home,direct
93353,93353,type1,p1,106500,360.0,118000.0,90.25423729,home,direct
93354,93354,type1,p3,256500,360.0,558000.0,45.96774194,home,direct
93355,93355,type1,p3,336500,,608000.0,55.34539474,home,direct
93356,93356,type1,p3,166500,180.0,258000.0,64.53488372,home,direct
93357,93357,type1,p3,696500,360.0,988000.0,70.49595142,home,direct
93358,93358,type1,p4,396500,360.0,878000.0,45.1594533,home,direct
93359,93359,type2,p1,116500,360.0,,,home,direct
93360,93360,type1,p4,246500,180.0,648000.0,38.04012346,home,direct
93361,93361,type1,p3,256500,360.0,628000.0,40.84394904,home,direct
93362,93362,type3,p3,366500,360.0,458000.0,80.02183406,home,direct
93363,93363,type1,p3,456500,360.0,1058000.0,43.14744802,home,direct
93364,93364,type1,p4,276500,360.0,288000.0,96.00694444,home,direct
93365,93365,type1,p1,366500,360.0,528000.0,69.41287879,home,direct
93366,93366,type1,p4,186500,180.0,238000.0,78.36134454,home,direct
93367,93367,type1,p4,616500,360.0,808000.0,76.29950495,home,direct
93368,93368,type1,p3,636500,360.0,1058000.0,60.16068053,home,direct
93369,93369,type1,p3,106500,360.0,158000.0,67.40506329,home,direct
93370,93370,type1,p3,456500,360.0,678000.0,67.33038348,home,direct
93371,93371,type2,p4,356500,360.0,438000.0,81.39269406,home,direct
93372,93372,type1,p1,336500,360.0,458000.0,73.47161572,home,direct
93373,93373,type1,p3,416500,360.0,808000.0,51.5470297,home,direct
93374,93374,type1,p1,326500,300.0,368000.0,88.72282609,home,direct
93375,93375,type1,p1,486500,360.0,638000.0,76.2539185,home,direct
93376,93376,type1,p3,186500,360.0,298000.0,62.58389262,home,direct
93377,93377,type1,p3,346500,240.0,608000.0,56.99013158,home,direct
93378,93378,type1,p3,236500,360.0,318000.0,74.37106918,home,direct
93379,93379,type1,p4,406500,360.0,458000.0,88.75545852,home,direct
93380,93380,type3,p4,486500,360.0,908000.0,53.57929515,home,direct
93381,93381,type2,p4,66500,360.0,88000.0,75.56818182,home,direct
93382,93382,type1,p3,216500,360.0,318000.0,68.08176101,home,direct
93383,93383,type1,p1,326500,360.0,388000.0,84.14948454,home,direct
93384,93384,type1,p3,216500,360.0,258000.0,83.91472868,home,direct
93385,93385,type1,p1,186500,360.0,198000.0,94.19191919,home,direct
93386,93386,type1,p1,386500,360.0,418000.0,92.46411483,home,direct
93387,93387,type1,p3,266500,360.0,378000.0,70.5026455,home,direct
93388,93388,type1,p4,326500,360.0,458000.0,71.28820961,home,direct
93389,93389,type1,p1,406500,360.0,908000.0,44.76872247,home,direct
93390,93390,type1,p1,316500,360.0,318000.0,99.52830189,home,direct
93391,93391,type1,p3,656500,360.0,1128000.0,58.20035461,home,direct
93392,93392,type1,p3,256500,360.0,,,home,direct
93393,93393,type1,p1,436500,360.0,488000.0,89.44672131,home,direct
93394,93394,type1,p3,126500,360.0,168000.0,75.29761905,home,direct
93395,93395,type1,p4,226500,300.0,328000.0,69.05487805,home,direct
93396,93396,type1,p4,616500,360.0,828000.0,74.45652174,home,direct
93397,93397,type1,p1,266500,360.0,278000.0,95.86330935,home,direct
93398,93398,type1,p3,366500,180.0,508000.0,72.14566929,home,direct
93399,93399,type1,p3,76500,360.0,248000.0,30.84677419,home,direct
93400,93400,type1,p4,656500,360.0,698000.0,94.05444126,home,direct
93401,93401,type1,p4,486500,360.0,758000.0,64.18205805,home,direct
93402,93402,type2,p4,336500,360.0,348000.0,96.6954023,home,direct
93403,93403,type2,p4,146500,360.0,148000.0,98.98648649,home,direct
93404,93404,type1,p3,206500,360.0,408000.0,50.6127451,home,direct
93405,93405,type3,p3,126500,180.0,178000.0,71.06741573,home,direct
93406,93406,type1,p4,986500,360.0,,,home,direct
93407,93407,type2,p2,46500,360.0,38000.0,122.3684211,home,direct
93408,93408,type1,p4,546500,180.0,1578000.0,34.63244613,home,direct
93409,93409,type2,p1,526500,360.0,538000.0,97.86245353,home,direct
93410,93410,type1,p3,466500,360.0,648000.0,71.99074074,home,direct
93411,93411,type1,p3,176500,360.0,,,home,direct
93412,93412,type2,p3,146500,360.0,168000.0,87.20238095,home,direct
93413,93413,type1,p4,486500,360.0,698000.0,69.6991404,home,direct
93414,93414,type1,p4,336500,180.0,478000.0,70.39748954,home,direct
93415,93415,type1,p4,286500,324.0,428000.0,66.93925234,home,direct
93416,93416,type1,p2,206500,180.0,1258000.0,16.41494436,home,direct
93417,93417,type1,p3,306500,360.0,,,home,direct
93418,93418,type1,p1,616500,360.0,658000.0,93.69300912,home,direct
93419,93419,type1,p4,206500,360.0,238000.0,86.76470588,home,direct
93420,93420,type1,p3,256500,204.0,388000.0,66.10824742,home,direct
93421,93421,type1,p3,636500,360.0,888000.0,71.67792793,home,direct
93422,93422,type1,p2,406500,360.0,1078000.0,37.70871985,home,direct
93423,93423,type3,p3,336500,360.0,628000.0,53.58280255,home,direct
93424,93424,type1,p1,476500,360.0,488000.0,97.64344262,home,direct
93425,93425,type1,p3,326500,360.0,408000.0,80.0245098,home,direct
93426,93426,type1,p3,286500,360.0,518000.0,55.30888031,home,direct
93427,93427,type1,p4,96500,360.0,118000.0,81.77966102,home,direct
93428,93428,type1,p1,316500,360.0,628000.0,50.39808917,home,direct
93429,93429,type1,p3,426500,360.0,948000.0,44.98945148,home,direct
93430,93430,type1,p1,416500,360.0,518000.0,80.40540541,home,direct
93431,93431,type2,p4,136500,360.0,158000.0,86.39240506,home,direct
93432,93432,type1,p1,676500,360.0,1078000.0,62.75510204,home,direct
93433,93433,type1,p3,116500,360.0,158000.0,73.73417722,home,direct
93434,93434,type1,p4,336500,180.0,338000.0,99.55621302,home,direct
93435,93435,type1,p1,256500,360.0,428000.0,59.92990654,home,direct
93436,93436,type1,p1,166500,360.0,348000.0,47.84482759,home,direct
93437,93437,type1,p3,406500,300.0,,,home,direct
93438,93438,type3,p3,196500,360.0,268000.0,73.32089552,home,direct
93439,93439,type1,p4,616500,240.0,858000.0,71.85314685,home,direct
93440,93440,type1,p1,286500,360.0,358000.0,80.02793296,home,direct
93441,93441,type1,p4,476500,360.0,808000.0,58.97277228,home,direct
93442,93442,type3,p3,716500,300.0,818000.0,87.59168704,home,direct
93443,93443,type2,p3,166500,240.0,178000.0,93.53932584,home,direct
93444,93444,type1,p3,696500,360.0,938000.0,74.25373134,home,direct
93445,93445,type1,p3,306500,360.0,688000.0,44.5494186,home,direct
93446,93446,type1,p1,386500,360.0,408000.0,94.73039216,home,direct
93447,93447,type1,p3,126500,180.0,268000.0,47.20149254,home,direct
93448,93448,type2,p4,356500,360.0,,,home,direct
93449,93449,type1,p3,206500,360.0,288000.0,71.70138889,home,direct
93450,93450,type1,p4,516500,360.0,638000.0,80.95611285,home,direct
93451,93451,type1,p1,366500,360.0,728000.0,50.34340659,home,direct
93452,93452,type2,p3,196500,360.0,238000.0,82.56302521,home,direct
93453,93453,type1,p4,436500,180.0,548000.0,79.65328467,home,direct
93454,93454,type2,p2,76500,360.0,158000.0,48.41772152,home,direct
93455,93455,type1,p3,226500,360.0,348000.0,65.0862069,home,direct
93456,93456,type1,p4,456500,360.0,578000.0,78.97923875,home,direct
93457,93457,type3,p3,476500,360.0,728000.0,65.4532967,home,direct
93458,93458,type1,p4,286500,360.0,438000.0,65.4109589,home,direct
93459,93459,type1,p4,486500,360.0,628000.0,77.46815287,home,direct
93460,93460,type1,p1,126500,360.0,138000.0,91.66666667,home,direct
93461,93461,type1,p3,456500,360.0,658000.0,69.3768997,home,direct
93462,93462,type2,p1,306500,360.0,328000.0,93.44512195,home,direct
93463,93463,type2,p3,166500,360.0,,,home,direct
93464,93464,type3,p1,596500,360.0,,,home,direct
93465,93465,type2,p3,196500,360.0,228000.0,86.18421053,home,direct
93466,93466,type1,p1,506500,360.0,768000.0,65.95052083,home,direct
93467,93467,type3,p4,206500,180.0,368000.0,56.11413043,home,direct
93468,93468,type1,p3,186500,324.0,338000.0,55.17751479,home,direct
93469,93469,type2,p3,276500,360.0,378000.0,73.14814815,home,direct
93470,93470,type1,p1,196500,360.0,208000.0,94.47115385,home,direct
93471,93471,type1,p4,206500,360.0,538000.0,38.38289963,home,direct
93472,93472,type2,p3,736500,360.0,778000.0,94.66580977,home,direct
93473,93473,type2,p3,116500,360.0,208000.0,56.00961538,home,direct
93474,93474,type1,p1,456500,360.0,508000.0,89.86220472,home,direct
93475,93475,type1,p4,296500,360.0,618000.0,47.97734628,home,direct
93476,93476,type1,p4,286500,360.0,368000.0,77.85326087,home,direct
93477,93477,type2,p3,126500,360.0,178000.0,71.06741573,home,direct
93478,93478,type2,p1,686500,360.0,708000.0,96.96327684,home,direct
93479,93479,type1,p1,916500,360.0,1318000.0,69.53717754,home,direct
93480,93480,type1,p1,326500,360.0,418000.0,78.11004785,home,direct
93481,93481,type1,p4,86500,300.0,98000.0,88.26530612,home,direct
93482,93482,type1,p3,86500,360.0,408000.0,21.20098039,home,direct
93483,93483,type1,p3,136500,360.0,208000.0,65.625,home,direct
93484,93484,type1,p1,296500,360.0,318000.0,93.23899371,home,direct
93485,93485,type2,p4,276500,360.0,338000.0,81.80473373,home,direct
93486,93486,type1,p3,86500,360.0,,,home,direct
93487,93487,type2,p2,46500,360.0,168000.0,27.67857143,home,direct
93488,93488,type1,p4,296500,360.0,358000.0,82.82122905,home,direct
93489,93489,type2,p3,396500,360.0,468000.0,84.72222222,home,direct
93490,93490,type1,p4,266500,360.0,608000.0,43.83223684,home,direct
93491,93491,type1,p1,576500,360.0,658000.0,87.61398176,home,direct
93492,93492,type1,p4,586500,360.0,658000.0,89.1337386,home,direct
93493,93493,type2,p3,156500,360.0,188000.0,83.24468085,home,direct
93494,93494,type2,p1,676500,360.0,698000.0,96.91977077,home,direct
93495,93495,type1,p3,376500,240.0,498000.0,75.60240964,home,direct
93496,93496,type1,p4,406500,360.0,688000.0,59.08430233,home,direct
93497,93497,type1,p4,306500,180.0,978000.0,31.3394683,home,direct
93498,93498,type1,p1,136500,360.0,258000.0,52.90697674,home,direct
93499,93499,type3,p3,146500,360.0,198000.0,73.98989899,home,direct
93500,93500,type3,p3,676500,360.0,1098000.0,61.61202186,home,direct
93501,93501,type1,p4,236500,324.0,338000.0,69.9704142,home,direct
93502,93502,type1,p3,186500,360.0,358000.0,52.09497207,home,direct
93503,93503,type1,p1,486500,360.0,608000.0,80.01644737,home,direct
93504,93504,type1,p1,386500,360.0,418000.0,92.46411483,home,direct
93505,93505,type1,p4,826500,360.0,1168000.0,70.7619863,home,direct
93506,93506,type1,p1,136500,360.0,148000.0,92.22972973,home,direct
93507,93507,type2,p1,436500,360.0,448000.0,97.43303571,home,direct
93508,93508,type1,p4,1506500,360.0,2208000.0,68.22916667,home,direct
93509,93509,type1,p2,106500,360.0,758000.0,14.05013193,home,direct
93510,93510,type1,p3,336500,360.0,478000.0,70.39748954,home,direct
93511,93511,type1,p3,116500,360.0,148000.0,78.71621622,home,direct
93512,93512,type1,p3,446500,360.0,558000.0,80.01792115,home,direct
93513,93513,type1,p4,396500,360.0,578000.0,68.59861592,home,direct
93514,93514,type1,p4,686500,360.0,938000.0,73.18763326,home,direct
93515,93515,type1,p1,296500,360.0,298000.0,99.4966443,home,direct
93516,93516,type1,p4,366500,180.0,6058000.0,6.049851436,home,direct
93517,93517,type1,p1,96500,360.0,138000.0,69.92753623,home,direct
93518,93518,type1,p1,166500,360.0,178000.0,93.53932584,home,direct
93519,93519,type1,p3,126500,180.0,238000.0,53.1512605,home,direct
93520,93520,type3,p3,406500,240.0,408000.0,99.63235294,home,direct
93521,93521,type1,p3,106500,180.0,178000.0,59.83146067,home,direct
93522,93522,type2,p4,316500,360.0,328000.0,96.49390244,home,direct
93523,93523,type1,p4,186500,264.0,258000.0,72.28682171,home,direct
93524,93524,type1,p1,256500,360.0,268000.0,95.70895522,home,direct
93525,93525,type1,p4,286500,240.0,,,home,direct
93526,93526,type1,p3,166500,360.0,278000.0,59.89208633,home,direct
93527,93527,type1,p1,206500,360.0,218000.0,94.72477064,home,direct
93528,93528,type1,p3,276500,360.0,398000.0,69.47236181,home,direct
93529,93529,type1,p1,226500,360.0,228000.0,99.34210526,home,direct
93530,93530,type1,p4,356500,360.0,1008000.0,35.36706349,home,direct
93531,93531,type2,p1,446500,360.0,458000.0,97.48908297,home,direct
93532,93532,type3,p3,416500,360.0,418000.0,99.64114833,home,direct
93533,93533,type1,p4,136500,324.0,188000.0,72.60638298,home,direct
93534,93534,type1,p3,236500,360.0,358000.0,66.06145251,home,direct
93535,93535,type1,p3,266500,360.0,368000.0,72.41847826,home,direct
93536,93536,type1,p4,186500,360.0,228000.0,81.79824561,home,direct
93537,93537,type1,p3,316500,360.0,418000.0,75.71770335,home,direct
93538,93538,type1,p3,196500,360.0,248000.0,79.23387097,home,direct
93539,93539,type1,p4,336500,324.0,708000.0,47.52824859,home,direct
93540,93540,type1,p1,426500,360.0,,,home,direct
93541,93541,type1,p3,286500,360.0,,,home,direct
93542,93542,type1,p3,266500,240.0,658000.0,40.50151976,home,direct
93543,93543,type3,p3,506500,360.0,578000.0,87.62975779,home,direct
93544,93544,type2,p1,276500,360.0,,,home,direct
93545,93545,type2,p1,236500,360.0,248000.0,95.36290323,home,direct
93546,93546,type1,p3,646500,360.0,1348000.0,47.95994065,home,direct
93547,93547,type1,p3,346500,360.0,,,home,direct
93548,93548,type3,p4,196500,360.0,288000.0,68.22916667,home,direct
93549,93549,type3,p4,166500,360.0,168000.0,99.10714286,home,direct
93550,93550,type1,p4,146500,360.0,208000.0,70.43269231,home,direct
93551,93551,type1,p3,196500,360.0,288000.0,68.22916667,home,direct
93552,93552,type2,p1,136500,360.0,138000.0,98.91304348,home,direct
93553,93553,type1,p3,106500,360.0,188000.0,56.64893617,home,direct
93554,93554,type2,p3,146500,180.0,228000.0,64.25438596,home,direct
93555,93555,type1,p3,156500,360.0,268000.0,58.39552239,home,direct
93556,93556,type2,p4,166500,360.0,268000.0,62.12686567,home,direct
93557,93557,type1,p4,466500,360.0,528000.0,88.35227273,home,direct
93558,93558,type1,p4,316500,360.0,378000.0,83.73015873,home,direct
93559,93559,type1,p1,146500,360.0,158000.0,92.72151899,home,direct
93560,93560,type1,p3,176500,360.0,308000.0,57.30519481,home,direct
93561,93561,type1,p4,466500,360.0,508000.0,91.83070866,home,direct
93562,93562,type1,p3,186500,360.0,238000.0,78.36134454,home,direct
93563,93563,type1,p4,686500,360.0,1208000.0,56.8294702,home,direct
93564,93564,type1,p4,396500,360.0,498000.0,79.6184739,home,direct
93565,93565,type1,p4,276500,360.0,358000.0,77.23463687,home,direct
93566,93566,type1,p3,726500,180.0,1508000.0,48.17639257,home,direct
93567,93567,type1,p3,116500,180.0,,,home,direct
93568,93568,type2,p4,126500,360.0,,,home,direct
93569,93569,type3,p3,256500,240.0,258000.0,99.41860465,home,direct
93570,93570,type1,p3,186500,240.0,368000.0,50.67934783,home,direct
93571,93571,type1,p4,216500,360.0,248000.0,87.2983871,home,direct
93572,93572,type1,p1,346500,360.0,428000.0,80.95794393,home,direct
93573,93573,type1,p1,466500,360.0,558000.0,83.60215054,home,direct
93574,93574,type1,p4,216500,360.0,328000.0,66.00609756,home,direct
93575,93575,type1,p3,216500,360.0,358000.0,60.47486034,home,direct
93576,93576,type1,p4,546500,360.0,688000.0,79.43313953,home,direct
93577,93577,type3,p3,266500,300.0,,,home,direct
93578,93578,type1,p3,306500,360.0,818000.0,37.46943765,home,direct
93579,93579,type1,p4,546500,324.0,708000.0,77.18926554,home,direct
93580,93580,type1,p3,206500,360.0,298000.0,69.29530201,home,direct
93581,93581,type3,p3,456500,360.0,478000.0,95.50209205,home,direct
93582,93582,type1,p4,446500,360.0,518000.0,86.1969112,home,direct
93583,93583,type1,p4,246500,360.0,888000.0,27.75900901,home,direct
93584,93584,type2,p3,86500,360.0,108000.0,80.09259259,home,direct
93585,93585,type1,p3,266500,360.0,368000.0,72.41847826,home,direct
93586,93586,type1,p3,546500,360.0,558000.0,97.9390681,home,direct
93587,93587,type2,p3,206500,360.0,248000.0,83.26612903,home,direct
93588,93588,type1,p3,146500,240.0,178000.0,82.30337079,home,direct
93589,93589,type1,p3,246500,360.0,308000.0,80.03246753,home,direct
93590,93590,type1,p3,186500,180.0,238000.0,78.36134454,home,direct
93591,93591,type2,p4,296500,360.0,338000.0,87.72189349,home,direct
93592,93592,type1,p1,456500,324.0,538000.0,84.85130112,home,direct
93593,93593,type1,p1,596500,180.0,748000.0,79.7459893,home,direct
93594,93594,type1,p1,466500,360.0,578000.0,80.70934256,home,direct
93595,93595,type1,p2,186500,360.0,348000.0,53.59195402,home,direct
93596,93596,type1,p4,366500,360.0,728000.0,50.34340659,home,direct
93597,93597,type1,p3,256500,360.0,328000.0,78.20121951,home,direct
93598,93598,type1,p1,226500,300.0,268000.0,84.51492537,home,direct
93599,93599,type1,p1,356500,360.0,378000.0,94.31216931,home,direct
93600,93600,type1,p3,196500,96.0,548000.0,35.85766423,home,direct
93601,93601,type1,p4,236500,360.0,278000.0,85.07194245,home,direct
93602,93602,type2,p1,76500,360.0,88000.0,86.93181818,home,direct
93603,93603,type1,p1,296500,360.0,308000.0,96.26623377,home,direct
93604,93604,type1,p4,316500,360.0,438000.0,72.26027397,home,direct
93605,93605,type1,p4,516500,360.0,1308000.0,39.48776758,home,direct
93606,93606,type1,p1,126500,360.0,138000.0,91.66666667,home,direct
93607,93607,type1,p3,536500,360.0,1228000.0,43.68892508,home,direct
93608,93608,type1,p4,476500,360.0,638000.0,74.68652038,home,direct
93609,93609,type1,p2,306500,180.0,908000.0,33.75550661,home,direct
93610,93610,type2,p1,196500,360.0,208000.0,94.47115385,home,direct
93611,93611,type1,p4,406500,360.0,578000.0,70.32871972,home,direct
93612,93612,type1,p4,576500,360.0,718000.0,80.29247911,home,direct
93613,93613,type1,p3,166500,360.0,238000.0,69.95798319,home,direct
93614,93614,type3,p1,266500,360.0,258000.0,103.2945736,home,direct
93615,93615,type1,p1,366500,360.0,388000.0,94.45876289,home,direct
93616,93616,type1,p3,216500,360.0,228000.0,94.95614035,home,direct
93617,93617,type1,p1,306500,180.0,688000.0,44.5494186,home,direct
93618,93618,type2,p3,426500,360.0,498000.0,85.64257028,home,direct
93619,93619,type1,p4,346500,300.0,498000.0,69.57831325,home,direct
93620,93620,type1,p4,126500,360.0,,,home,direct
93621,93621,type1,p3,116500,360.0,148000.0,78.71621622,home,direct
93622,93622,type1,p3,416500,120.0,1808000.0,23.03650442,home,direct
93623,93623,type1,p4,266500,360.0,488000.0,54.61065574,home,direct
93624,93624,type1,p3,226500,360.0,328000.0,69.05487805,home,direct
93625,93625,type1,p4,326500,180.0,538000.0,60.68773234,home,direct
93626,93626,type1,p1,316500,360.0,,,home,direct
93627,93627,type1,p4,396500,360.0,698000.0,56.80515759,home,direct
93628,93628,type1,p3,406500,180.0,558000.0,72.84946237,home,direct
93629,93629,type3,p4,196500,360.0,198000.0,99.24242424,home,direct
93630,93630,type1,p4,266500,360.0,378000.0,70.5026455,home,direct
93631,93631,type1,p4,326500,360.0,438000.0,74.543379,home,direct
93632,93632,type1,p1,426500,360.0,478000.0,89.22594142,home,direct
93633,93633,type1,p1,716500,360.0,848000.0,84.49292453,home,direct
93634,93634,type1,p4,236500,120.0,378000.0,62.56613757,home,direct
93635,93635,type3,p3,196500,360.0,258000.0,76.1627907,home,direct
93636,93636,type2,p4,576500,360.0,588000.0,98.04421769,home,direct
93637,93637,type2,p1,76500,360.0,,,home,direct
93638,93638,type1,p3,236500,360.0,278000.0,85.07194245,home,direct
93639,93639,type3,p1,396500,360.0,388000.0,102.1907216,home,direct
93640,93640,type2,p3,186500,360.0,218000.0,85.55045872,home,direct
93641,93641,type1,p4,236500,360.0,328000.0,72.10365854,home,direct
93642,93642,type1,p4,236500,360.0,298000.0,79.36241611,home,direct
93643,93643,type1,p4,416500,360.0,,,home,direct
93644,93644,type1,p3,196500,360.0,238000.0,82.56302521,home,direct
93645,93645,type2,p4,336500,360.0,418000.0,80.50239234,home,direct
93646,93646,type1,p1,266500,180.0,388000.0,68.68556701,home,direct
93647,93647,type1,p4,486500,360.0,1108000.0,43.90794224,home,direct
93648,93648,type1,p1,246500,360.0,308000.0,80.03246753,home,direct
93649,93649,type1,p1,146500,360.0,168000.0,87.20238095,home,direct
93650,93650,type1,p4,316500,180.0,378000.0,83.73015873,home,direct
93651,93651,type1,p1,706500,360.0,788000.0,89.65736041,home,direct
93652,93652,type1,p4,166500,360.0,308000.0,54.05844156,home,direct
93653,93653,type1,p4,276500,360.0,398000.0,69.47236181,home,direct
93654,93654,type1,p3,336500,360.0,448000.0,75.11160714,home,direct
93655,93655,type1,p3,206500,360.0,348000.0,59.33908046,home,direct
93656,93656,type3,p4,496500,360.0,578000.0,85.89965398,home,direct
93657,93657,type3,p4,346500,360.0,388000.0,89.30412371,home,direct
93658,93658,type3,p3,186500,360.0,208000.0,89.66346154,home,direct
93659,93659,type1,p4,236500,360.0,288000.0,82.11805556,home,direct
93660,93660,type1,p4,366500,324.0,388000.0,94.45876289,home,direct
93661,93661,type1,p1,636500,360.0,798000.0,79.76190476,home,direct
93662,93662,type1,p1,456500,360.0,608000.0,75.08223684,home,direct
93663,93663,type1,p1,126500,300.0,148000.0,85.47297297,home,direct
93664,93664,type1,p1,486500,360.0,638000.0,76.2539185,home,direct
93665,93665,type2,p3,66500,360.0,88000.0,75.56818182,home,direct
93666,93666,type3,p4,436500,360.0,568000.0,76.84859155,home,direct
93667,93667,type2,p4,196500,360.0,,,home,direct
93668,93668,type3,p4,656500,360.0,668000.0,98.27844311,home,direct
93669,93669,type3,p3,426500,360.0,,,home,direct
93670,93670,type3,p4,516500,360.0,578000.0,89.35986159,home,direct
93671,93671,type1,p4,256500,360.0,308000.0,83.27922078,home,direct
93672,93672,type1,p4,206500,240.0,358000.0,57.68156425,home,direct
93673,93673,type1,p4,256500,360.0,478000.0,53.66108787,home,direct
93674,93674,type1,p3,176500,360.0,368000.0,47.96195652,home,direct
93675,93675,type1,p3,86500,360.0,118000.0,73.30508475,home,direct
93676,93676,type1,p1,276500,360.0,348000.0,79.45402299,home,direct
93677,93677,type1,p2,156500,360.0,1078000.0,14.51762523,home,direct
93678,93678,type1,p4,416500,360.0,558000.0,74.64157706,home,direct
93679,93679,type1,p1,316500,360.0,328000.0,96.49390244,home,direct
93680,93680,type1,p4,416500,360.0,738000.0,56.43631436,home,direct
93681,93681,type1,p4,336500,324.0,448000.0,75.11160714,home,direct
93682,93682,type1,p1,466500,360.0,588000.0,79.33673469,home,direct
93683,93683,type1,p3,366500,360.0,738000.0,49.66124661,home,direct
93684,93684,type1,p4,226500,180.0,308000.0,73.53896104,home,direct
93685,93685,type1,p4,156500,240.0,488000.0,32.06967213,home,direct
93686,93686,type1,p1,276500,360.0,,,home,direct
93687,93687,type2,p4,376500,360.0,418000.0,90.07177033,home,direct
93688,93688,type3,p3,256500,360.0,258000.0,99.41860465,home,direct
93689,93689,type1,p3,356500,240.0,608000.0,58.63486842,home,direct
93690,93690,type1,p4,526500,180.0,1148000.0,45.86236934,home,direct
93691,93691,type2,p4,66500,180.0,68000.0,97.79411765,home,direct
93692,93692,type1,p4,416500,360.0,478000.0,87.13389121,home,direct
93693,93693,type1,p3,256500,360.0,428000.0,59.92990654,home,direct
93694,93694,type1,p1,726500,360.0,1318000.0,55.12139605,home,direct
93695,93695,type1,p1,356500,360.0,458000.0,77.83842795,home,direct
93696,93696,type3,p4,436500,360.0,,,home,direct
93697,93697,type2,p4,496500,360.0,578000.0,85.89965398,home,direct
93698,93698,type1,p4,456500,360.0,488000.0,93.54508197,home,direct
93699,93699,type1,p1,456500,360.0,608000.0,75.08223684,home,direct
93700,93700,type1,p1,376500,360.0,468000.0,80.44871795,home,direct
93701,93701,type1,p4,386500,360.0,618000.0,62.54045307,home,direct
93702,93702,type1,p3,236500,360.0,,,home,direct
93703,93703,type2,p3,246500,360.0,308000.0,80.03246753,home,direct
93704,93704,type1,p1,456500,360.0,488000.0,93.54508197,home,direct
93705,93705,type1,p3,86500,360.0,,,home,direct
93706,93706,type1,p1,486500,240.0,668000.0,72.82934132,home,direct
93707,93707,type1,p4,156500,360.0,178000.0,87.92134831,home,direct
93708,93708,type2,p4,616500,360.0,658000.0,93.69300912,home,direct
93709,93709,type1,p3,406500,180.0,638000.0,63.71473354,home,direct
93710,93710,type1,p1,276500,360.0,378000.0,73.14814815,home,direct
93711,93711,type1,p3,156500,360.0,328000.0,47.71341463,home,direct
93712,93712,type1,p4,246500,324.0,348000.0,70.83333333,home,direct
93713,93713,type1,p4,516500,360.0,558000.0,92.56272401,home,direct
93714,93714,type1,p3,156500,360.0,908000.0,17.23568282,home,direct
93715,93715,type1,p1,466500,360.0,488000.0,95.5942623,home,direct
93716,93716,type1,p4,256500,360.0,298000.0,86.0738255,home,direct
93717,93717,type1,p3,286500,360.0,808000.0,35.45792079,home,direct
93718,93718,type1,p3,206500,120.0,658000.0,31.38297872,home,direct
93719,93719,type1,p4,336500,360.0,,,home,direct
93720,93720,type2,p3,346500,360.0,418000.0,82.89473684,home,direct
93721,93721,type1,p3,116500,360.0,188000.0,61.96808511,home,direct
93722,93722,type1,p3,166500,180.0,308000.0,54.05844156,home,direct
93723,93723,type1,p3,396500,240.0,708000.0,56.00282486,home,direct
93724,93724,type2,p3,396500,360.0,468000.0,84.72222222,home,direct
93725,93725,type1,p1,126500,360.0,,,home,direct
93726,93726,type1,p3,246500,360.0,1028000.0,23.97859922,home,direct
93727,93727,type1,p4,296500,360.0,348000.0,85.20114943,home,direct
93728,93728,type1,p4,486500,360.0,628000.0,77.46815287,home,direct
93729,93729,type1,p4,146500,360.0,198000.0,73.98989899,home,direct
93730,93730,type1,p3,156500,360.0,268000.0,58.39552239,home,direct
93731,93731,type1,p3,186500,360.0,308000.0,60.55194805,home,direct
93732,93732,type3,p1,406500,360.0,428000.0,94.97663551,home,direct
93733,93733,type2,p4,436500,360.0,528000.0,82.67045455,home,direct
93734,93734,type1,p3,156500,240.0,208000.0,75.24038462,home,direct
