applicant_id,credit_worthiness,open_credit,credit_type,credit_score,co_applicant_credit_type,negative_amortization,interest_only,lump_sum_payment,debt_to_income_ratio
82040,l1,nopc,CIB,672,EXP,not_neg,not_int,not_lpsm,43.0
82041,l1,nopc,CIB,703,CIB,not_neg,not_int,not_lpsm,58.0
82042,l1,nopc,CRIF,607,EXP,not_neg,not_int,not_lpsm,24.0
82043,l1,nopc,EXP,662,CIB,not_neg,not_int,not_lpsm,36.0
82044,l1,nopc,EXP,659,CIB,not_neg,not_int,not_lpsm,23.0
82045,l1,nopc,EXP,716,EXP,not_neg,not_int,not_lpsm,45.0
82046,l1,nopc,CIB,580,EXP,not_neg,int_only,not_lpsm,26.0
82047,l1,nopc,EXP,512,EXP,not_neg,not_int,not_lpsm,31.0
82048,l1,nopc,CIB,701,CIB,not_neg,not_int,not_lpsm,48.0
82049,l1,nopc,CRIF,854,EXP,not_neg,not_int,not_lpsm,
82050,l1,nopc,CIB,802,EXP,not_neg,not_int,not_lpsm,37.0
82051,l1,nopc,CRIF,623,CIB,not_neg,not_int,not_lpsm,36.0
82052,l1,nopc,EQUI,568,EXP,not_neg,not_int,lpsm,
82053,l1,nopc,CIB,795,CIB,not_neg,int_only,not_lpsm,
82054,l1,nopc,CRIF,834,CIB,not_neg,int_only,not_lpsm,25.0
82055,l1,nopc,CIB,552,CIB,not_neg,not_int,not_lpsm,33.0
82056,l1,nopc,CRIF,734,EXP,neg_amm,not_int,not_lpsm,22.0
82057,l1,nopc,EQUI,779,EXP,not_neg,not_int,not_lpsm,
82058,l1,nopc,CIB,790,EXP,not_neg,not_int,not_lpsm,48.0
82059,l1,nopc,CRIF,669,CIB,not_neg,not_int,not_lpsm,25.0
82060,l1,nopc,CIB,864,EXP,not_neg,not_int,not_lpsm,40.0
82061,l1,nopc,CRIF,733,EXP,not_neg,not_int,not_lpsm,48.0
82062,l1,nopc,CIB,882,CIB,not_neg,not_int,not_lpsm,37.0
82063,l1,nopc,CRIF,864,EXP,not_neg,not_int,not_lpsm,40.0
82064,l1,nopc,CRIF,801,CIB,not_neg,not_int,not_lpsm,23.0
82065,l1,nopc,CRIF,764,CIB,not_neg,not_int,not_lpsm,40.0
82066,l1,nopc,EXP,897,CIB,not_neg,not_int,not_lpsm,42.0
82067,l1,nopc,EXP,613,CIB,not_neg,not_int,not_lpsm,39.0
82068,l1,nopc,EXP,519,EXP,not_neg,not_int,not_lpsm,34.0
82069,l1,nopc,CRIF,866,EXP,neg_amm,not_int,not_lpsm,47.0
82070,l1,nopc,EXP,642,CIB,not_neg,not_int,not_lpsm,28.0
82071,l1,nopc,CIB,579,EXP,not_neg,not_int,lpsm,41.0
82072,l1,nopc,CIB,763,CIB,not_neg,not_int,not_lpsm,27.0
82073,l1,nopc,CIB,528,EXP,not_neg,int_only,not_lpsm,
82074,l1,nopc,CRIF,894,CIB,not_neg,not_int,not_lpsm,30.0
82075,l1,nopc,EXP,555,EXP,neg_amm,not_int,not_lpsm,43.0
82076,l1,nopc,EXP,634,EXP,not_neg,not_int,not_lpsm,49.0
82077,l1,nopc,CRIF,693,CIB,not_neg,not_int,not_lpsm,10.0
82078,l1,nopc,EXP,899,EXP,not_neg,not_int,not_lpsm,38.0
82079,l1,nopc,CRIF,763,EXP,not_neg,not_int,not_lpsm,40.0
82080,l1,nopc,EXP,652,CIB,not_neg,not_int,not_lpsm,38.0
82081,l1,nopc,CIB,867,EXP,not_neg,not_int,not_lpsm,55.0
82082,l1,nopc,EXP,854,EXP,not_neg,not_int,not_lpsm,59.0
82083,l1,nopc,CIB,522,EXP,not_neg,not_int,not_lpsm,9.0
82084,l1,nopc,EXP,509,EXP,not_neg,not_int,not_lpsm,
82085,l1,nopc,EQUI,527,EXP,not_neg,not_int,not_lpsm,
82086,l1,nopc,CIB,568,EXP,not_neg,not_int,not_lpsm,30.0
82087,l1,nopc,EXP,784,CIB,not_neg,not_int,not_lpsm,47.0
82088,l1,nopc,EQUI,563,EXP,not_neg,not_int,not_lpsm,
82089,l1,nopc,CIB,555,EXP,not_neg,not_int,not_lpsm,39.0
82090,l1,nopc,CRIF,859,EXP,not_neg,not_int,not_lpsm,36.0
82091,l1,nopc,CIB,859,CIB,not_neg,not_int,not_lpsm,20.0
82092,l1,nopc,CRIF,710,EXP,not_neg,not_int,not_lpsm,32.0
82093,l2,nopc,EXP,727,CIB,not_neg,not_int,not_lpsm,28.0
82094,l2,nopc,CIB,554,CIB,not_neg,not_int,not_lpsm,31.0
82095,l2,nopc,EXP,867,EXP,not_neg,not_int,not_lpsm,34.0
82096,l1,nopc,EQUI,643,EXP,neg_amm,not_int,not_lpsm,
82097,l1,nopc,CIB,766,CIB,not_neg,not_int,not_lpsm,59.0
82098,l2,nopc,EXP,718,CIB,not_neg,not_int,not_lpsm,44.0
82099,l1,nopc,EQUI,532,EXP,not_neg,not_int,not_lpsm,
82100,l1,nopc,CIB,819,CIB,not_neg,not_int,not_lpsm,26.0
82101,l1,nopc,CRIF,603,CIB,not_neg,not_int,not_lpsm,45.0
82102,l1,nopc,EXP,625,CIB,not_neg,not_int,not_lpsm,42.0
82103,l1,nopc,CIB,666,CIB,not_neg,not_int,not_lpsm,33.0
82104,l1,nopc,EXP,698,EXP,neg_amm,not_int,not_lpsm,40.0
82105,l2,nopc,EQUI,811,EXP,neg_amm,not_int,not_lpsm,
82106,l1,nopc,CRIF,852,EXP,not_neg,not_int,not_lpsm,11.0
82107,l1,nopc,CRIF,793,CIB,not_neg,not_int,not_lpsm,20.0
82108,l1,nopc,EXP,622,EXP,not_neg,not_int,not_lpsm,50.0
82109,l1,nopc,CRIF,574,EXP,not_neg,not_int,not_lpsm,32.0
82110,l1,nopc,CIB,731,EXP,not_neg,not_int,not_lpsm,23.0
82111,l1,nopc,CRIF,630,CIB,not_neg,not_int,not_lpsm,44.0
82112,l1,nopc,CIB,592,EXP,not_neg,not_int,not_lpsm,40.0
82113,l1,nopc,CRIF,867,EXP,not_neg,not_int,not_lpsm,43.0
82114,l1,nopc,CIB,533,EXP,not_neg,not_int,not_lpsm,32.0
82115,l1,nopc,CIB,855,EXP,not_neg,not_int,not_lpsm,45.0
82116,l1,nopc,CIB,732,CIB,not_neg,not_int,not_lpsm,38.0
82117,l1,nopc,CIB,508,CIB,not_neg,not_int,not_lpsm,52.0
82118,l1,nopc,CIB,856,EXP,not_neg,not_int,not_lpsm,26.0
82119,l1,nopc,EQUI,617,EXP,not_neg,not_int,not_lpsm,
82120,l1,nopc,EXP,633,CIB,not_neg,not_int,not_lpsm,17.0
82121,l1,nopc,CIB,587,EXP,not_neg,not_int,not_lpsm,44.0
82122,l1,nopc,EXP,756,CIB,not_neg,not_int,not_lpsm,48.0
82123,l1,nopc,CRIF,619,EXP,not_neg,not_int,not_lpsm,43.0
82124,l1,nopc,CRIF,691,EXP,not_neg,not_int,not_lpsm,56.0
82125,l1,nopc,CRIF,702,CIB,not_neg,not_int,not_lpsm,36.0
82126,l1,nopc,CRIF,528,CIB,not_neg,not_int,not_lpsm,40.0
82127,l1,nopc,EXP,622,CIB,not_neg,not_int,lpsm,42.0
82128,l2,nopc,EXP,595,CIB,not_neg,not_int,not_lpsm,23.0
82129,l1,nopc,EXP,596,EXP,not_neg,not_int,not_lpsm,41.0
82130,l1,nopc,CIB,657,CIB,not_neg,not_int,not_lpsm,36.0
82131,l1,nopc,EQUI,581,EXP,not_neg,not_int,not_lpsm,
82132,l2,opc,CIB,805,EXP,not_neg,int_only,not_lpsm,28.0
82133,l1,nopc,CIB,855,CIB,not_neg,not_int,not_lpsm,36.0
82134,l1,nopc,CRIF,814,CIB,not_neg,not_int,not_lpsm,58.0
82135,l1,nopc,CIB,605,EXP,not_neg,not_int,not_lpsm,41.0
82136,l1,nopc,EXP,693,EXP,not_neg,not_int,not_lpsm,19.0
82137,l1,nopc,CIB,558,EXP,not_neg,not_int,not_lpsm,46.0
82138,l1,nopc,EXP,796,CIB,not_neg,not_int,not_lpsm,33.0
82139,l1,nopc,CIB,595,EXP,not_neg,not_int,not_lpsm,33.0
82140,l1,nopc,CRIF,544,EXP,not_neg,not_int,not_lpsm,45.0
82141,l1,nopc,CRIF,821,CIB,not_neg,not_int,not_lpsm,
82142,l1,nopc,CIB,549,CIB,neg_amm,not_int,not_lpsm,24.0
82143,l1,nopc,CRIF,607,EXP,not_neg,not_int,not_lpsm,30.0
82144,l1,nopc,CIB,682,EXP,not_neg,not_int,not_lpsm,40.0
82145,l1,nopc,CRIF,580,EXP,neg_amm,not_int,not_lpsm,39.0
82146,l1,nopc,CRIF,708,CIB,not_neg,not_int,not_lpsm,33.0
82147,l1,nopc,CIB,633,CIB,neg_amm,not_int,not_lpsm,45.0
82148,l1,nopc,CRIF,858,CIB,not_neg,not_int,not_lpsm,61.0
82149,l1,nopc,CIB,894,CIB,not_neg,not_int,not_lpsm,49.0
82150,l1,nopc,CIB,764,EXP,neg_amm,not_int,not_lpsm,37.0
82151,l1,nopc,CRIF,798,EXP,not_neg,not_int,not_lpsm,32.0
82152,l1,nopc,CRIF,822,EXP,not_neg,not_int,not_lpsm,36.0
82153,l1,nopc,CRIF,718,CIB,not_neg,not_int,not_lpsm,35.0
82154,l1,nopc,CRIF,856,EXP,not_neg,not_int,not_lpsm,42.0
82155,l1,nopc,EXP,551,CIB,not_neg,not_int,not_lpsm,36.0
82156,l1,nopc,CIB,687,EXP,not_neg,not_int,lpsm,44.0
82157,l1,nopc,EXP,606,EXP,neg_amm,not_int,not_lpsm,27.0
82158,l1,nopc,CIB,742,EXP,not_neg,not_int,not_lpsm,
82159,l1,nopc,EXP,621,EXP,not_neg,int_only,not_lpsm,37.0
82160,l1,nopc,CIB,630,EXP,not_neg,not_int,not_lpsm,43.0
82161,l1,nopc,EXP,722,CIB,not_neg,not_int,not_lpsm,58.0
82162,l1,nopc,CRIF,892,EXP,neg_amm,int_only,not_lpsm,37.0
82163,l1,nopc,CIB,590,CIB,neg_amm,int_only,not_lpsm,36.0
82164,l1,nopc,CIB,826,EXP,not_neg,not_int,not_lpsm,44.0
82165,l1,nopc,CRIF,718,CIB,not_neg,not_int,not_lpsm,20.0
82166,l1,nopc,CIB,544,CIB,not_neg,not_int,not_lpsm,35.0
82167,l1,nopc,CIB,671,EXP,not_neg,not_int,not_lpsm,47.0
82168,l1,nopc,CRIF,754,EXP,not_neg,not_int,not_lpsm,29.0
82169,l1,nopc,CRIF,575,EXP,not_neg,not_int,not_lpsm,61.0
82170,l1,nopc,CRIF,787,EXP,neg_amm,not_int,not_lpsm,35.0
82171,l1,nopc,CIB,665,CIB,not_neg,not_int,not_lpsm,47.0
82172,l1,nopc,CRIF,780,CIB,not_neg,not_int,not_lpsm,42.0
82173,l1,nopc,CRIF,781,EXP,not_neg,not_int,not_lpsm,22.0
82174,l1,nopc,CRIF,735,EXP,not_neg,not_int,not_lpsm,30.0
82175,l1,nopc,CIB,751,EXP,not_neg,not_int,not_lpsm,46.0
82176,l1,nopc,CIB,747,EXP,not_neg,not_int,not_lpsm,47.0
82177,l1,nopc,EQUI,798,EXP,not_neg,not_int,not_lpsm,
82178,l1,nopc,EQUI,716,EXP,not_neg,not_int,not_lpsm,
82179,l2,nopc,EQUI,731,EXP,not_neg,not_int,not_lpsm,
82180,l1,nopc,CIB,541,CIB,not_neg,not_int,not_lpsm,23.0
82181,l1,nopc,CIB,634,EXP,not_neg,not_int,not_lpsm,28.0
82182,l1,nopc,CRIF,681,EXP,not_neg,not_int,not_lpsm,44.0
82183,l1,nopc,CRIF,798,CIB,not_neg,not_int,not_lpsm,44.0
82184,l1,nopc,EXP,898,EXP,neg_amm,not_int,not_lpsm,33.0
82185,l1,nopc,CIB,808,CIB,not_neg,not_int,not_lpsm,47.0
82186,l1,nopc,CRIF,616,EXP,not_neg,not_int,not_lpsm,53.0
82187,l1,nopc,EXP,890,EXP,not_neg,not_int,not_lpsm,42.0
82188,l1,nopc,CIB,607,CIB,not_neg,not_int,not_lpsm,40.0
82189,l1,nopc,CIB,752,CIB,not_neg,not_int,not_lpsm,42.0
82190,l1,nopc,EXP,845,EXP,not_neg,not_int,not_lpsm,43.0
82191,l1,nopc,CRIF,547,CIB,not_neg,not_int,not_lpsm,36.0
82192,l1,nopc,CRIF,790,CIB,not_neg,not_int,not_lpsm,38.0
82193,l1,nopc,CIB,823,CIB,not_neg,not_int,not_lpsm,48.0
82194,l1,nopc,EXP,700,CIB,not_neg,not_int,not_lpsm,
82195,l1,nopc,CRIF,607,CIB,not_neg,not_int,not_lpsm,42.0
82196,l1,nopc,CRIF,672,CIB,not_neg,not_int,not_lpsm,52.0
82197,l1,nopc,EXP,883,CIB,not_neg,not_int,not_lpsm,48.0
82198,l1,nopc,EXP,552,CIB,not_neg,not_int,not_lpsm,37.0
82199,l1,nopc,CIB,872,CIB,not_neg,not_int,not_lpsm,43.0
82200,l1,nopc,CRIF,570,CIB,not_neg,not_int,not_lpsm,36.0
82201,l1,nopc,CIB,850,CIB,neg_amm,not_int,not_lpsm,50.0
82202,l1,nopc,EXP,689,CIB,not_neg,not_int,not_lpsm,47.0
82203,l1,nopc,CIB,556,CIB,not_neg,not_int,not_lpsm,55.0
82204,l1,nopc,EXP,760,CIB,not_neg,not_int,not_lpsm,43.0
82205,l1,nopc,EXP,656,CIB,not_neg,not_int,lpsm,36.0
82206,l1,nopc,EXP,583,CIB,not_neg,not_int,not_lpsm,39.0
82207,l1,nopc,EXP,611,EXP,neg_amm,not_int,not_lpsm,35.0
82208,l1,nopc,CIB,529,EXP,neg_amm,not_int,not_lpsm,29.0
82209,l1,nopc,CIB,762,CIB,not_neg,not_int,not_lpsm,40.0
82210,l1,nopc,CRIF,724,CIB,neg_amm,not_int,not_lpsm,38.0
82211,l1,nopc,CIB,799,EXP,not_neg,not_int,not_lpsm,36.0
82212,l1,nopc,CIB,533,CIB,not_neg,not_int,not_lpsm,44.0
82213,l1,nopc,CIB,534,EXP,not_neg,not_int,not_lpsm,37.0
82214,l1,nopc,CRIF,735,CIB,not_neg,not_int,not_lpsm,61.0
82215,l1,nopc,EXP,821,EXP,not_neg,not_int,not_lpsm,41.0
82216,l1,nopc,CIB,569,EXP,not_neg,not_int,not_lpsm,47.0
82217,l1,nopc,CIB,564,CIB,neg_amm,not_int,not_lpsm,37.0
82218,l1,nopc,CIB,842,EXP,neg_amm,not_int,not_lpsm,39.0
82219,l1,nopc,CIB,826,CIB,not_neg,not_int,not_lpsm,37.0
82220,l1,nopc,CRIF,838,CIB,neg_amm,not_int,not_lpsm,60.0
82221,l1,nopc,CRIF,732,CIB,not_neg,not_int,not_lpsm,
82222,l1,nopc,EXP,583,EXP,not_neg,not_int,not_lpsm,22.0
82223,l1,nopc,CRIF,764,CIB,not_neg,not_int,not_lpsm,55.0
82224,l1,nopc,CIB,619,EXP,not_neg,not_int,not_lpsm,37.0
82225,l1,nopc,CRIF,703,EXP,not_neg,not_int,not_lpsm,23.0
82226,l1,nopc,CRIF,900,CIB,not_neg,not_int,not_lpsm,44.0
82227,l1,nopc,EXP,502,CIB,neg_amm,not_int,not_lpsm,24.0
82228,l1,nopc,CIB,652,CIB,not_neg,not_int,not_lpsm,39.0
82229,l1,nopc,CIB,704,EXP,not_neg,not_int,not_lpsm,24.0
82230,l1,nopc,CRIF,876,EXP,not_neg,not_int,not_lpsm,40.0
82231,l1,nopc,CRIF,552,CIB,neg_amm,not_int,not_lpsm,46.0
82232,l1,nopc,EXP,742,CIB,not_neg,not_int,not_lpsm,38.0
82233,l1,nopc,CRIF,856,EXP,neg_amm,not_int,not_lpsm,25.0
82234,l1,nopc,CRIF,797,EXP,not_neg,not_int,not_lpsm,38.0
82235,l1,nopc,EXP,795,EXP,neg_amm,not_int,not_lpsm,49.0
82236,l1,nopc,EXP,889,EXP,not_neg,not_int,not_lpsm,39.0
82237,l1,nopc,EQUI,628,EXP,not_neg,not_int,not_lpsm,
82238,l1,nopc,CIB,509,CIB,not_neg,not_int,not_lpsm,
82239,l1,nopc,EQUI,641,EXP,not_neg,not_int,not_lpsm,
82240,l1,nopc,CRIF,796,CIB,not_neg,not_int,not_lpsm,44.0
82241,l1,nopc,CIB,742,CIB,not_neg,not_int,not_lpsm,37.0
82242,l1,nopc,CRIF,702,CIB,not_neg,not_int,not_lpsm,46.0
82243,l1,nopc,CIB,671,EXP,not_neg,not_int,not_lpsm,48.0
82244,l1,nopc,CIB,861,EXP,not_neg,not_int,not_lpsm,25.0
82245,l1,nopc,CIB,861,CIB,not_neg,not_int,not_lpsm,30.0
82246,l1,nopc,CIB,865,CIB,not_neg,not_int,not_lpsm,43.0
82247,l1,nopc,EXP,768,CIB,neg_amm,not_int,not_lpsm,49.0
82248,l1,nopc,CRIF,624,EXP,not_neg,int_only,not_lpsm,12.0
82249,l1,nopc,CRIF,519,CIB,neg_amm,not_int,not_lpsm,47.0
82250,l1,nopc,CRIF,639,EXP,not_neg,not_int,not_lpsm,49.0
82251,l1,nopc,CRIF,822,CIB,not_neg,not_int,not_lpsm,24.0
82252,l1,nopc,CRIF,559,EXP,not_neg,not_int,not_lpsm,49.0
82253,l1,nopc,CRIF,558,EXP,neg_amm,not_int,not_lpsm,24.0
82254,l1,nopc,CIB,503,CIB,not_neg,not_int,not_lpsm,41.0
82255,l1,nopc,EXP,796,EXP,not_neg,not_int,not_lpsm,42.0
82256,l1,nopc,CIB,837,CIB,not_neg,not_int,not_lpsm,37.0
82257,l1,nopc,CRIF,784,CIB,neg_amm,not_int,not_lpsm,43.0
82258,l1,nopc,CRIF,721,EXP,not_neg,not_int,not_lpsm,48.0
82259,l1,nopc,EXP,842,CIB,not_neg,not_int,not_lpsm,51.0
82260,l1,nopc,CRIF,841,EXP,not_neg,not_int,not_lpsm,52.0
82261,l1,nopc,CRIF,547,CIB,not_neg,not_int,not_lpsm,40.0
82262,l1,nopc,CRIF,809,CIB,not_neg,not_int,not_lpsm,36.0
82263,l1,nopc,CRIF,840,EXP,neg_amm,not_int,not_lpsm,32.0
82264,l1,nopc,EQUI,575,EXP,not_neg,not_int,not_lpsm,
82265,l1,nopc,EQUI,558,EXP,not_neg,not_int,not_lpsm,
82266,l1,nopc,CRIF,744,CIB,not_neg,not_int,not_lpsm,36.0
82267,l2,nopc,CRIF,583,EXP,not_neg,not_int,not_lpsm,41.0
82268,l1,nopc,CIB,732,CIB,not_neg,not_int,not_lpsm,46.0
82269,l1,nopc,CRIF,848,CIB,not_neg,not_int,not_lpsm,
82270,l1,nopc,CRIF,881,CIB,not_neg,not_int,not_lpsm,46.0
82271,l1,nopc,CIB,870,CIB,not_neg,not_int,not_lpsm,49.0
82272,l1,nopc,CRIF,727,CIB,not_neg,not_int,not_lpsm,15.0
82273,l1,nopc,CRIF,875,CIB,not_neg,not_int,not_lpsm,60.0
82274,l1,nopc,CRIF,829,CIB,not_neg,not_int,not_lpsm,41.0
82275,l1,nopc,CRIF,788,CIB,not_neg,not_int,not_lpsm,36.0
82276,l1,nopc,CRIF,525,CIB,not_neg,not_int,not_lpsm,37.0
82277,l1,nopc,CRIF,542,CIB,not_neg,not_int,not_lpsm,38.0
82278,l1,nopc,EXP,589,EXP,not_neg,not_int,not_lpsm,10.0
82279,l1,nopc,CIB,520,CIB,not_neg,not_int,not_lpsm,42.0
82280,l1,nopc,EXP,673,CIB,not_neg,not_int,not_lpsm,40.0
82281,l1,nopc,CIB,746,CIB,not_neg,not_int,not_lpsm,
82282,l1,nopc,CIB,632,EXP,not_neg,not_int,not_lpsm,37.0
82283,l1,nopc,EXP,883,EXP,not_neg,not_int,not_lpsm,35.0
82284,l1,nopc,EXP,869,CIB,not_neg,not_int,not_lpsm,37.0
82285,l1,nopc,CRIF,824,CIB,not_neg,not_int,not_lpsm,23.0
82286,l1,nopc,CIB,666,EXP,not_neg,int_only,not_lpsm,39.0
82287,l1,nopc,CIB,560,CIB,not_neg,not_int,not_lpsm,36.0
82288,l1,nopc,CIB,648,CIB,neg_amm,not_int,not_lpsm,43.0
82289,l1,nopc,CRIF,823,CIB,not_neg,not_int,not_lpsm,42.0
82290,l1,nopc,EXP,507,CIB,not_neg,not_int,not_lpsm,42.0
82291,l1,nopc,CRIF,710,CIB,not_neg,not_int,not_lpsm,44.0
82292,l1,nopc,CIB,558,CIB,not_neg,not_int,not_lpsm,
82293,l1,nopc,CRIF,571,EXP,not_neg,not_int,not_lpsm,34.0
82294,l1,nopc,EXP,859,EXP,neg_amm,not_int,not_lpsm,48.0
82295,l1,nopc,EXP,871,EXP,not_neg,not_int,not_lpsm,18.0
82296,l1,nopc,EQUI,715,EXP,not_neg,not_int,lpsm,
82297,l1,nopc,CRIF,621,EXP,not_neg,not_int,not_lpsm,47.0
82298,l1,nopc,CRIF,591,CIB,not_neg,not_int,not_lpsm,32.0
82299,l1,nopc,EXP,717,CIB,not_neg,not_int,not_lpsm,24.0
82300,l1,nopc,CIB,835,CIB,not_neg,not_int,not_lpsm,44.0
82301,l1,nopc,EXP,891,EXP,not_neg,not_int,not_lpsm,41.0
82302,l1,nopc,EXP,688,EXP,not_neg,not_int,not_lpsm,49.0
82303,l1,nopc,CRIF,526,EXP,not_neg,not_int,not_lpsm,31.0
82304,l2,nopc,CIB,882,EXP,not_neg,not_int,not_lpsm,48.0
82305,l1,nopc,CIB,722,EXP,not_neg,not_int,not_lpsm,56.0
82306,l1,nopc,EXP,833,CIB,not_neg,not_int,not_lpsm,49.0
82307,l1,nopc,CRIF,709,EXP,not_neg,not_int,not_lpsm,19.0
82308,l1,nopc,EXP,670,EXP,not_neg,not_int,not_lpsm,49.0
82309,l1,nopc,CIB,622,CIB,neg_amm,not_int,not_lpsm,42.0
82310,l1,nopc,EXP,686,EXP,not_neg,not_int,not_lpsm,42.0
82311,l1,nopc,EXP,843,EXP,not_neg,not_int,not_lpsm,
82312,l1,nopc,CIB,598,EXP,not_neg,not_int,not_lpsm,56.0
82313,l1,nopc,EXP,855,EXP,not_neg,not_int,not_lpsm,46.0
82314,l1,nopc,EQUI,722,EXP,not_neg,not_int,not_lpsm,
82315,l1,nopc,CRIF,857,EXP,not_neg,not_int,not_lpsm,34.0
82316,l1,nopc,EQUI,873,EXP,not_neg,not_int,not_lpsm,
82317,l1,nopc,EXP,739,CIB,not_neg,not_int,not_lpsm,14.0
82318,l1,nopc,CRIF,615,CIB,not_neg,not_int,not_lpsm,48.0
82319,l1,nopc,CIB,621,CIB,not_neg,not_int,not_lpsm,41.0
82320,l1,nopc,EXP,893,EXP,not_neg,not_int,not_lpsm,52.0
82321,l1,nopc,EXP,703,EXP,not_neg,not_int,not_lpsm,27.0
82322,l1,nopc,EXP,574,CIB,not_neg,not_int,not_lpsm,21.0
82323,l1,nopc,CRIF,805,CIB,not_neg,not_int,not_lpsm,38.0
82324,l1,nopc,CIB,861,CIB,neg_amm,int_only,not_lpsm,30.0
82325,l1,nopc,CIB,700,EXP,not_neg,not_int,not_lpsm,30.0
82326,l1,nopc,CIB,886,CIB,not_neg,not_int,not_lpsm,21.0
82327,l1,nopc,EXP,862,CIB,not_neg,not_int,not_lpsm,36.0
82328,l1,nopc,CIB,561,CIB,not_neg,not_int,not_lpsm,45.0
82329,l1,nopc,CIB,669,CIB,not_neg,not_int,not_lpsm,8.0
82330,l1,nopc,EXP,831,CIB,not_neg,not_int,not_lpsm,36.0
82331,l1,nopc,EXP,615,EXP,not_neg,not_int,not_lpsm,40.0
82332,l1,nopc,CRIF,706,CIB,not_neg,not_int,not_lpsm,31.0
82333,l1,nopc,EXP,594,CIB,not_neg,not_int,not_lpsm,
82334,l1,nopc,EXP,814,CIB,not_neg,not_int,not_lpsm,44.0
82335,l1,nopc,CRIF,595,CIB,not_neg,not_int,not_lpsm,38.0
82336,l1,nopc,EXP,661,EXP,not_neg,not_int,not_lpsm,45.0
82337,l1,nopc,CIB,810,EXP,not_neg,not_int,not_lpsm,34.0
82338,l1,nopc,CIB,786,CIB,not_neg,not_int,not_lpsm,48.0
82339,l1,nopc,CIB,530,EXP,not_neg,not_int,not_lpsm,
82340,l1,nopc,CRIF,653,EXP,not_neg,not_int,not_lpsm,42.0
82341,l1,nopc,CIB,516,EXP,neg_amm,not_int,not_lpsm,36.0
82342,l1,nopc,EXP,818,EXP,not_neg,not_int,not_lpsm,19.0
82343,l1,nopc,EXP,525,EXP,not_neg,not_int,not_lpsm,39.0
82344,l1,nopc,EXP,707,EXP,not_neg,not_int,not_lpsm,41.0
82345,l1,nopc,EXP,660,EXP,not_neg,not_int,not_lpsm,40.0
82346,l1,nopc,EXP,661,CIB,not_neg,not_int,not_lpsm,
82347,l1,nopc,CRIF,622,EXP,not_neg,not_int,not_lpsm,27.0
82348,l1,nopc,EQUI,606,EXP,neg_amm,not_int,not_lpsm,
82349,l1,nopc,EXP,758,EXP,not_neg,not_int,not_lpsm,8.0
82350,l1,nopc,CRIF,888,CIB,not_neg,not_int,not_lpsm,39.0
82351,l1,nopc,EXP,660,CIB,not_neg,not_int,not_lpsm,37.0
82352,l1,nopc,CRIF,686,CIB,not_neg,not_int,not_lpsm,30.0
82353,l1,nopc,CIB,787,EXP,not_neg,not_int,not_lpsm,44.0
82354,l1,nopc,CRIF,588,EXP,not_neg,not_int,not_lpsm,46.0
82355,l1,nopc,EXP,755,CIB,not_neg,not_int,not_lpsm,32.0
82356,l1,nopc,CIB,832,EXP,not_neg,not_int,not_lpsm,30.0
82357,l1,nopc,EXP,536,CIB,neg_amm,not_int,not_lpsm,37.0
82358,l1,nopc,EXP,797,EXP,neg_amm,not_int,not_lpsm,42.0
82359,l1,nopc,CRIF,747,EXP,not_neg,not_int,not_lpsm,35.0
82360,l1,nopc,CIB,778,EXP,neg_amm,not_int,not_lpsm,35.0
82361,l1,nopc,CIB,718,CIB,not_neg,not_int,not_lpsm,28.0
82362,l1,nopc,EXP,871,CIB,not_neg,not_int,not_lpsm,49.0
82363,l1,nopc,EXP,784,EXP,not_neg,not_int,not_lpsm,40.0
82364,l1,nopc,EXP,641,CIB,not_neg,int_only,not_lpsm,34.0
82365,l1,nopc,CRIF,803,EXP,not_neg,not_int,not_lpsm,32.0
82366,l1,nopc,CRIF,757,CIB,neg_amm,not_int,not_lpsm,28.0
82367,l1,nopc,CIB,571,EXP,not_neg,not_int,not_lpsm,27.0
82368,l1,nopc,CRIF,606,CIB,not_neg,not_int,not_lpsm,32.0
82369,l1,nopc,EXP,607,CIB,not_neg,not_int,not_lpsm,46.0
82370,l1,nopc,EXP,794,CIB,not_neg,not_int,not_lpsm,18.0
82371,l1,nopc,EXP,743,EXP,not_neg,not_int,not_lpsm,41.0
82372,l1,nopc,CRIF,589,EXP,neg_amm,not_int,not_lpsm,
82373,l1,nopc,CRIF,684,CIB,neg_amm,not_int,not_lpsm,42.0
82374,l1,nopc,CIB,688,EXP,not_neg,not_int,not_lpsm,23.0
82375,l1,nopc,EXP,801,CIB,not_neg,not_int,not_lpsm,51.0
82376,l1,nopc,CRIF,733,EXP,not_neg,not_int,not_lpsm,51.0
82377,l1,nopc,CIB,817,CIB,not_neg,not_int,not_lpsm,42.0
82378,l1,nopc,CIB,680,EXP,neg_amm,not_int,not_lpsm,5.0
82379,l1,nopc,EXP,701,EXP,not_neg,not_int,not_lpsm,48.0
82380,l1,nopc,CIB,503,EXP,not_neg,not_int,not_lpsm,61.0
82381,l1,nopc,CIB,506,CIB,not_neg,not_int,not_lpsm,40.0
82382,l1,nopc,EQUI,574,EXP,not_neg,not_int,not_lpsm,
82383,l1,nopc,CRIF,823,CIB,not_neg,not_int,not_lpsm,44.0
82384,l1,nopc,CIB,814,CIB,not_neg,int_only,not_lpsm,39.0
82385,l1,nopc,CRIF,761,CIB,not_neg,not_int,not_lpsm,44.0
