applicant_id,year,loan_limit,approv_in_adv,loan_type,loan_purpose,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,submission_of_application,region,application_status
59744,2019,cf,nopre,type1,p3,536500,3.25,0.4488,15398.75,180,to_inst,North,0
59745,2019,cf,nopre,type1,p3,196500,3.99,0.9889,2952.31,240,to_inst,south,0
59746,2019,cf,nopre,type1,p4,326500,3.625,0.1013,3745,360,not_inst,North,0
59747,2019,cf,nopre,type2,p1,356500,3.125,0.3626,9810.05,360,to_inst,North,0
59748,2019,ncf,nopre,type1,p4,406500,4.56,0.947,3995.14,360,not_inst,North,0
59749,2019,cf,pre,type1,p1,146500,3.99,0.5585,2705,360,to_inst,central,0
59750,2019,,nopre,type1,p4,656500,4.25,0.4171,155.72,360,not_inst,North,0
59751,2019,cf,pre,type1,p4,296500,4.125,0.5664,4466.7,360,to_inst,North,0
59752,2019,cf,nopre,type1,p3,116500,,,,360,to_inst,south,1
59753,2019,ncf,pre,type2,p4,136500,,,,360,to_inst,south,1
59754,2019,cf,nopre,type1,p4,376500,4.5,0.156,3946.28,360,to_inst,south,0
59755,2019,cf,nopre,type3,p4,276500,,,,360,to_inst,south,1
59756,2019,cf,pre,type1,p4,336500,4.75,0.3276,640.54,360,not_inst,North,0
59757,2019,cf,nopre,type1,p4,336500,3.99,0.5621,1543.1,360,to_inst,North,0
59758,2019,cf,pre,type1,p4,326500,4,0.122,0,360,not_inst,North,0
59759,2019,cf,nopre,type1,p4,596500,3.875,0.3286,0,360,not_inst,North,0
59760,2019,cf,nopre,type1,p3,616500,4.99,1.011,23550.97,360,to_inst,North,0
59761,2019,cf,pre,type1,p2,226500,4.99,1.2154,0,360,not_inst,North,0
59762,2019,cf,nopre,type1,p3,486500,4,0.3713,0,360,not_inst,south,0
59763,2019,cf,nopre,type1,p4,426500,3.99,0.5766,4632.5,360,to_inst,south,0
59764,2019,ncf,nopre,type1,p3,76500,5.25,0.272,,360,to_inst,North,0
59765,2019,cf,nopre,type1,p1,476500,3.625,0.1777,0,360,not_inst,North,0
59766,2019,ncf,pre,type3,p1,336500,4.125,-0.353,3350,324,to_inst,south,0
59767,2019,cf,nopre,type3,p3,256500,3.49,-0.1238,5647.5,360,to_inst,North,0
59768,2019,cf,nopre,type1,p3,156500,4.5,1.2895,4756.5,360,to_inst,south,0
59769,2019,cf,pre,type1,p4,216500,,,,360,to_inst,south,1
59770,2019,ncf,nopre,type3,p4,896500,,,,360,not_inst,south,1
59771,2019,cf,nopre,type1,p4,386500,3.75,-0.0429,0,360,not_inst,south,0
59772,2019,cf,nopre,type1,p3,276500,,,,360,to_inst,south,1
59773,2019,cf,,type1,p3,316500,,,,360,to_inst,central,1
59774,2019,ncf,nopre,type1,p3,236500,3.99,0.1554,7321.63,360,to_inst,North,0
59775,2019,cf,nopre,type1,p4,536500,3.25,0.4892,19498.3,240,to_inst,south,0
59776,2019,cf,nopre,type2,p4,276500,3.375,0.3192,0,360,not_inst,North,0
59777,2019,cf,nopre,type3,p3,266500,2.99,-0.2126,7769.98,360,to_inst,south,0
59778,2019,cf,pre,type1,p4,236500,3.75,0.1335,4139.38,360,to_inst,south,0
59779,2019,cf,nopre,type1,p1,636500,,,,360,not_inst,North,1
59780,2019,cf,nopre,type1,p4,306500,4.25,0.0692,72.77,360,not_inst,North,0
59781,2019,cf,nopre,type2,p4,326500,4.99,1.1117,0,360,to_inst,central,0
59782,2019,cf,nopre,type1,p3,306500,4.5,0.4008,1008,360,not_inst,North,0
59783,2019,cf,nopre,type3,p3,156500,3.375,0.5555,4541.38,180,to_inst,North,0
59784,2019,cf,pre,type1,p1,326500,4.56,1.4924,5732.66,360,not_inst,North,0
59785,2019,ncf,nopre,type1,p4,1006500,,,,360,to_inst,south,1
59786,2019,cf,nopre,type1,p4,246500,3.75,0.4123,3100,120,to_inst,south,0
59787,2019,,nopre,type1,p4,406500,,,,360,not_inst,south,1
59788,2019,cf,nopre,type1,p4,286500,3.625,0.026,184.2,360,not_inst,North,0
59789,2019,cf,pre,type1,p1,146500,5.25,1.3169,1150,360,to_inst,North,0
59790,2019,,pre,type1,p1,76500,3.99,0.7864,1384.9,360,to_inst,North,0
59791,2019,cf,nopre,type3,p4,156500,,,,360,to_inst,North,1
59792,2019,cf,pre,type1,p4,246500,4.25,0.4236,934.22,360,to_inst,south,0
59793,2019,cf,,type1,p3,376500,4.375,0.2888,8218.75,360,to_inst,south,0
59794,2019,cf,nopre,type1,p3,326500,4.5,0.5248,7731.64,360,to_inst,North,0
59795,2019,cf,nopre,type1,p4,436500,3.625,0.233,3326.25,360,not_inst,central,0
59796,2019,ncf,pre,type1,p1,126500,5.625,1.4641,680.62,324,to_inst,south,0
59797,2019,cf,nopre,type1,p4,506500,4.125,-0.0111,0,360,not_inst,North,0
59798,2019,cf,pre,type2,p3,366500,,,,360,to_inst,south,1
59799,2019,cf,nopre,type1,p3,336500,,,,360,not_inst,North,1
59800,2019,cf,nopre,type1,p3,356500,3.99,0.6584,10875,360,to_inst,south,0
59801,2019,ncf,nopre,type3,p3,516500,3.49,-0.3074,,360,not_inst,North,0
59802,2019,cf,nopre,type1,p3,196500,,,,360,to_inst,south,1
59803,2019,cf,pre,type1,p2,466500,,,,360,to_inst,North,1
59804,2019,cf,pre,type1,p3,346500,4.18,0.0548,8050,360,to_inst,North,0
59805,2019,cf,nopre,type1,p4,666500,4.625,0.1555,0,360,not_inst,south,0
59806,2019,cf,nopre,type1,p4,686500,4.5,0.685,1795,360,not_inst,North,0
59807,2019,cf,pre,type1,p3,126500,4.5,0.8655,759.6,360,not_inst,North,0
59808,2019,cf,nopre,type3,p3,216500,4.5,0.1695,5375,360,to_inst,North,0
59809,2019,cf,nopre,type1,p3,226500,3.99,0.5939,4070.63,360,to_inst,south,0
59810,2019,cf,nopre,type1,p3,126500,4.375,0.8857,3025,180,to_inst,North,0
59811,2019,cf,nopre,type2,p3,546500,4.25,0.9133,0,360,not_inst,North,0
59812,2019,cf,nopre,type2,p3,116500,4.5,1.3016,1899.32,360,to_inst,North,0
59813,2019,cf,nopre,type2,p3,586500,4.625,0.7731,0,360,not_inst,south,0
59814,2019,cf,nopre,type1,p4,316500,4.125,0.695,5185,360,not_inst,North,0
59815,2019,cf,pre,type1,p4,266500,3.99,0.6028,5255,360,to_inst,North,0
59816,2019,cf,nopre,type2,p4,216500,,,,360,not_inst,North,1
59817,2019,ncf,nopre,type1,p4,816500,3.75,0.3109,6894.97,360,not_inst,south,0
59818,2019,cf,nopre,type1,p1,226500,4.375,0.0516,1039,360,to_inst,North,0
59819,2019,cf,nopre,type3,p3,76500,,,,360,to_inst,south,1
59820,2019,cf,nopre,type1,p4,476500,3.75,-0.075,1185,360,not_inst,south,0
59821,2019,cf,nopre,type2,p3,346500,,,,300,to_inst,North,1
59822,2019,cf,pre,type1,p3,466500,3.99,0.2697,3590,360,to_inst,North,0
59823,2019,cf,nopre,type1,p4,376500,3.625,0.2316,5200.59,360,not_inst,North,0
59824,2019,cf,nopre,type1,p3,276500,,,,360,not_inst,North,1
59825,2019,cf,nopre,type1,p4,106500,,,,180,to_inst,North,1
59826,2019,cf,nopre,type2,p1,216500,4.75,1.8517,2906.89,360,to_inst,North,0
59827,2019,cf,nopre,type3,p3,456500,3.99,0.2483,,360,to_inst,North,0
59828,2019,cf,nopre,type1,p3,416500,3.99,0.4731,7436,360,to_inst,south,0
59829,2019,cf,nopre,type1,p4,606500,3.625,0.0718,4118.19,360,not_inst,south,0
59830,2019,cf,nopre,type1,p1,726500,3.75,-0.012,1929.11,360,not_inst,south,0
59831,2019,cf,nopre,type1,p3,206500,3.99,0.8238,4937.5,180,to_inst,North,0
59832,2019,ncf,nopre,type1,p4,406500,4.375,0.4597,4810.55,360,to_inst,North,0
59833,2019,cf,pre,type1,p4,556500,4,0.4979,6915.3,360,not_inst,North,0
59834,2019,cf,nopre,type1,p1,326500,3.875,-0.3703,1907.23,360,not_inst,south,0
59835,2019,cf,nopre,type1,p3,436500,4.5,0.179,5475,360,to_inst,south,0
59836,2019,cf,nopre,type3,p3,256500,4.5,0.6948,1812.5,360,to_inst,North,0
59837,2019,cf,nopre,type1,p4,616500,3.375,0.4118,9574.1,180,to_inst,North,0
59838,2019,cf,nopre,type2,p1,136500,5.125,1.8309,631.21,360,to_inst,south,0
59839,2019,cf,pre,type1,p1,106500,4.99,1.381,3963.5,360,to_inst,central,0
59840,2019,cf,nopre,type1,p1,196500,,,,360,to_inst,south,1
59841,2019,cf,nopre,type1,p1,306500,3.875,0.0139,483,360,not_inst,south,0
59842,2019,cf,nopre,type1,p4,336500,4.375,0.2115,100,360,not_inst,south,0
59843,2019,cf,pre,type1,p3,256500,,,,180,to_inst,North,1
59844,2019,ncf,nopre,type1,p2,706500,4.56,0.3278,354.68,360,not_inst,North,0
59845,2019,cf,nopre,type1,p4,346500,4.125,0.4308,4272.03,360,to_inst,North,0
59846,2019,cf,nopre,type2,p4,606500,,,,360,to_inst,south,1
59847,2019,cf,nopre,type2,p1,326500,4.375,1.6693,2804.48,360,to_inst,North,0
59848,2019,cf,nopre,type1,p4,196500,3.5,0.1934,6451.95,324,to_inst,south,0
59849,2019,cf,nopre,type2,p3,216500,,,,360,to_inst,south,1
59850,2019,cf,nopre,type2,p3,116500,4.99,1.1451,399.89,360,to_inst,North,0
59851,2019,cf,nopre,type2,p3,76500,4.5,1.0102,1365.75,360,to_inst,North,0
59852,2019,cf,nopre,type1,p4,306500,3.125,0.0728,844.47,180,not_inst,North,0
59853,2019,cf,nopre,type2,p3,266500,3,0.1533,1193.76,360,not_inst,North,0
59854,2019,cf,nopre,type1,p4,506500,3.875,-0.435,0,360,not_inst,North,0
59855,2019,cf,nopre,type1,p1,456500,,,,360,not_inst,south,1
59856,2019,ncf,nopre,type1,p1,666500,4.125,0.1383,4290.75,360,not_inst,central,0
59857,2019,cf,nopre,type1,p4,366500,4.99,0.7964,,360,to_inst,south,0
59858,2019,cf,nopre,type1,p3,216500,3.99,0.6621,6143.75,360,to_inst,south,0
59859,2019,cf,nopre,type1,p3,456500,3.125,-0.118,0,180,not_inst,south,0
59860,2019,cf,pre,type1,p3,156500,4.99,1.418,3500.17,360,to_inst,south,0
59861,2019,cf,nopre,type1,p2,256500,4.375,0.5016,3828,360,to_inst,south,0
59862,2019,cf,pre,type1,p3,236500,3.5,-0.0787,5237.5,360,to_inst,central,0
59863,2019,cf,nopre,type1,p3,196500,3.99,0.9706,3400.65,240,to_inst,south,0
59864,2019,cf,nopre,type1,p3,166500,4.75,0.9873,3599.75,240,to_inst,south,0
59865,2019,,nopre,type1,p4,246500,,,,360,to_inst,south,1
59866,2019,cf,nopre,type1,p3,116500,4.625,1.1782,1890.14,180,to_inst,south,0
59867,2019,cf,nopre,type1,p1,316500,4.99,0.7453,1150,360,to_inst,North,0
59868,2019,ncf,nopre,type3,p4,766500,3.99,-0.248,0,360,not_inst,North,0
59869,2019,cf,nopre,type1,p3,226500,,,,360,to_inst,North,1
59870,2019,cf,nopre,type1,p3,726500,4.875,1.216,8504,360,not_inst,south,0
59871,2019,cf,nopre,type1,p4,276500,3.75,0.4752,4715.46,360,to_inst,North,0
59872,2019,cf,pre,type1,p1,186500,4.75,0.8298,3091.2,360,to_inst,North,0
59873,2019,cf,nopre,type1,p4,336500,4.56,0.4349,1198.25,360,not_inst,south,0
59874,2019,cf,nopre,type1,p3,306500,5.375,1.286,1495,360,not_inst,North,0
59875,2019,cf,pre,type2,p3,156500,4.125,0.8915,3709.03,360,to_inst,North,0
59876,2019,cf,nopre,type1,p3,266500,5.375,0.8208,5529.38,360,to_inst,North,0
59877,2019,cf,nopre,type2,p3,276500,4.875,1.2275,1220,360,to_inst,south,0
59878,2019,cf,nopre,type1,p4,396500,3.625,-0.1412,0,300,not_inst,North,0
59879,2019,cf,nopre,type1,p3,726500,3.99,0.2298,585.4,360,not_inst,south,0
59880,2019,cf,nopre,type3,p3,306500,,,,360,to_inst,central,1
59881,2019,cf,nopre,type3,p3,446500,3.5,0.0902,2913.29,360,to_inst,North,0
59882,2019,cf,nopre,type3,p1,246500,4.625,0.0905,0,360,not_inst,North,0
59883,2019,cf,nopre,type1,p1,606500,4.5,0.0652,0,360,not_inst,south,0
59884,2019,cf,nopre,type1,p4,256500,3.99,0.5702,3796,324,to_inst,North,0
59885,2019,cf,pre,type1,p1,676500,4.75,0.3742,0,360,not_inst,central,0
59886,2019,ncf,nopre,type2,p3,356500,5.25,,0,324,,south,1
59887,2019,cf,nopre,type1,p3,206500,4.125,0.6153,5375,360,to_inst,south,0
59888,2019,cf,nopre,type1,p1,126500,,,,360,to_inst,North,1
59889,2019,ncf,nopre,type1,p1,986500,,,,360,to_inst,North,1
59890,2019,cf,nopre,type1,p3,206500,2.875,0.1522,6708.13,180,to_inst,south,0
59891,2019,cf,pre,type1,p4,166500,3.75,0.7419,2868.15,216,to_inst,North,0
59892,2019,ncf,pre,type1,p1,206500,3.99,0.0989,3250,360,to_inst,North,0
59893,2019,cf,nopre,type1,p3,266500,,,,360,to_inst,south,1
59894,2019,ncf,pre,type1,p1,136500,4.375,0.3973,0,360,not_inst,south,0
59895,2019,cf,nopre,type1,p4,186500,3.99,1.0029,4000.19,240,to_inst,North,0
59896,2019,cf,nopre,type1,p4,506500,4,0.232,2085,360,not_inst,North,0
59897,2019,cf,nopre,type1,p4,356500,,,,360,not_inst,North,1
59898,2019,cf,nopre,type1,p4,106500,4.375,0.3268,3923.31,360,to_inst,North,0
59899,2019,cf,nopre,type2,p4,406500,3.25,0.2323,0,360,not_inst,south,0
59900,2019,cf,nopre,type1,p3,356500,,,,240,to_inst,south,1
59901,2019,cf,nopre,type1,p3,476500,4.375,0.4142,8944.92,360,to_inst,North,0
59902,2019,cf,nopre,type1,p3,346500,3.625,0.0165,0,360,not_inst,North,0
59903,2019,cf,pre,type1,p4,406500,3.125,-0.0085,5001,180,not_inst,North,0
59904,2019,cf,nopre,type1,p1,166500,4.5,0.0392,1150,360,to_inst,North,0
59905,2019,cf,nopre,type1,p4,116500,3.99,1.2633,2940.2,180,to_inst,south,0
59906,2019,cf,nopre,type1,p4,396500,,,,180,to_inst,North,1
59907,2019,cf,nopre,type1,p4,406500,,,,300,not_inst,south,1
59908,2019,cf,nopre,type1,p3,176500,,,,240,not_inst,North,1
59909,2019,cf,,type1,p4,616500,3.5,-0.0031,4995,360,not_inst,North,0
59910,2019,cf,nopre,type1,p4,706500,4,-0.0217,0,360,not_inst,North,0
59911,2019,cf,nopre,type1,p3,246500,3.75,0.2546,6195,360,to_inst,south,0
59912,2019,cf,nopre,type1,p2,256500,5.25,0.907,1882.5,360,not_inst,North,0
59913,2019,cf,nopre,type1,p3,86500,,,,120,to_inst,North,1
59914,2019,cf,nopre,type1,p3,286500,4.5,0.2637,2666.25,360,to_inst,North,0
59915,2019,cf,pre,type1,p4,446500,4.25,-0.148,0,360,not_inst,central,0
59916,2019,cf,nopre,type1,p1,596500,4.18,0.128,904.75,360,not_inst,south,0
59917,2019,cf,nopre,type1,p3,186500,3.99,0.6662,5436,360,to_inst,North,0
59918,2019,cf,nopre,type3,p3,186500,3.5,-0.1052,3621.78,360,to_inst,south,0
59919,2019,cf,nopre,type1,p4,426500,3.75,-0.0278,0,360,not_inst,North,0
59920,2019,cf,nopre,type1,p3,466500,4.875,0.4838,190.14,360,not_inst,south,0
59921,2019,cf,nopre,type1,p1,676500,4,0.3124,0,360,not_inst,North,0
59922,2019,cf,nopre,type1,p3,576500,3.99,0.3931,11377.25,360,to_inst,south,0
59923,2019,ncf,nopre,type1,p4,526500,,,,360,to_inst,North,1
59924,2019,cf,nopre,type1,p4,336500,3.75,0.728,2911.21,240,to_inst,North,0
59925,2019,cf,nopre,type3,p3,116500,4.99,0.6409,1120,360,to_inst,North,0
59926,2019,cf,nopre,type1,p4,426500,3.75,0.1146,133.92,360,not_inst,North,0
59927,2019,cf,nopre,type1,p4,416500,3.69,-0.0713,272.03,360,not_inst,North,0
59928,2019,cf,nopre,type1,p3,346500,3.25,-0.2997,8042.05,360,not_inst,North,0
59929,2019,cf,nopre,type1,p3,126500,,,,360,to_inst,south,1
59930,2019,cf,nopre,type1,p4,236500,3.875,0.469,800,180,to_inst,North,0
59931,2019,cf,nopre,type1,p1,236500,4.5,0.2154,0,360,not_inst,North,0
59932,2019,cf,nopre,type1,p3,256500,3.75,0.3081,6658,180,to_inst,south,0
59933,2019,cf,nopre,type1,p3,116500,3.75,0.9698,3613.23,240,to_inst,North,0
59934,2019,cf,pre,type1,p1,86500,4.625,1.4253,3216.5,360,to_inst,south,0
59935,2019,cf,nopre,type1,p4,226500,3.99,0.5981,4836.96,360,to_inst,North,0
59936,2019,cf,nopre,type3,p3,186500,4.375,1.0753,2825,360,to_inst,North,0
59937,2019,cf,nopre,type3,p4,476500,2.99,-0.6397,2353.87,360,to_inst,North,0
59938,2019,cf,nopre,type1,p4,476500,3.75,0.012,0,360,not_inst,south,0
59939,2019,cf,nopre,type1,p3,346500,4.625,0.7407,4658,360,to_inst,North,0
59940,2019,cf,pre,type1,p4,356500,3.75,-0.026,789.47,180,not_inst,central,0
59941,2019,cf,nopre,type1,p4,146500,,,,360,to_inst,south,1
59942,2019,cf,nopre,type3,p1,166500,,,,360,to_inst,south,1
59943,2019,cf,nopre,type1,p3,406500,3.5,0.6393,8250,240,to_inst,south,0
59944,2019,cf,nopre,type1,p1,226500,4.99,0.1897,1426.75,360,to_inst,south,0
59945,2019,cf,nopre,type3,p4,436500,3.125,-0.573,0,360,to_inst,south,0
59946,2019,cf,nopre,type1,p1,386500,4.875,1.4361,6759.38,360,to_inst,North,0
59947,2019,cf,nopre,type3,p3,226500,3.25,-0.3641,6921.88,360,to_inst,south,0
59948,2019,cf,pre,type1,p4,416500,3.99,0.4971,3840,360,to_inst,south,0
59949,2019,cf,nopre,type1,p3,246500,3.375,0.6868,8015,180,to_inst,south,0
59950,2019,ncf,nopre,type1,p3,226500,3.99,0.2811,3900.75,360,to_inst,south,0
59951,2019,cf,nopre,type1,p2,96500,,,,360,to_inst,central,1
59952,2019,cf,nopre,type1,p1,256500,,,,360,to_inst,south,1
59953,2019,cf,nopre,type1,p3,216500,,,,360,to_inst,central,1
59954,2019,cf,nopre,type1,p4,146500,4.125,0.5451,4197.78,360,to_inst,south,0
59955,2019,cf,pre,type1,p3,146500,,,,180,to_inst,south,1
59956,2019,cf,nopre,type1,p4,316500,4.5,0.877,,360,to_inst,North,0
59957,2019,cf,nopre,type1,p3,336500,4.99,1.4882,3777.5,360,to_inst,south,0
59958,2019,ncf,nopre,type1,p1,766500,3.99,0.38,395,360,not_inst,North,0
59959,2019,cf,nopre,type1,p1,396500,4.56,-0.0597,334.4,360,not_inst,south,0
59960,2019,cf,pre,type3,p4,136500,4.125,-0.191,29.93,360,to_inst,North,0
59961,2019,cf,nopre,type1,p3,116500,4.125,1.4004,2933,180,to_inst,south,0
59962,2019,cf,nopre,type3,p4,646500,,,,300,not_inst,south,1
59963,2019,cf,nopre,type3,p3,196500,3.625,0.0184,3980,360,to_inst,south,0
59964,2019,cf,pre,type1,p3,256500,,,,360,to_inst,south,1
59965,2019,cf,nopre,type1,p1,296500,4.125,0.3447,241.83,360,not_inst,North,0
59966,2019,cf,nopre,type1,p1,536500,3.875,0.1963,0,360,not_inst,south,0
59967,2019,cf,pre,type1,p1,316500,3.99,0.2627,859.03,360,not_inst,south,0
59968,2019,cf,nopre,type1,p4,526500,3.99,0.5216,13284.68,360,to_inst,south,0
59969,2019,cf,nopre,type1,p3,126500,3.85,-0.0156,595,360,to_inst,North,0
59970,2019,cf,nopre,type1,p4,496500,,,,360,not_inst,North,1
59971,2019,cf,nopre,type1,p4,496500,3.69,-0.0953,0,360,not_inst,North,0
59972,2019,cf,nopre,type3,p1,256500,3.25,-0.503,0,360,to_inst,North,0
59973,2019,,nopre,type1,p1,436500,4.125,0.0318,1325.9,360,not_inst,North,0
59974,2019,cf,nopre,type1,p4,486500,3.625,0.6474,3050.75,180,to_inst,south,0
59975,2019,cf,nopre,type1,p3,256500,6.24,1.572,,360,to_inst,North,0
59976,2019,cf,nopre,type1,p4,246500,3.875,-0.1764,1807.42,360,not_inst,south,0
59977,2019,cf,nopre,type1,p3,226500,,,,180,to_inst,North,1
59978,2019,ncf,nopre,type1,p3,326500,3.375,0.16,13178.28,144,to_inst,North,0
59979,2019,,nopre,type1,p4,266500,3.625,0.2104,369.63,360,not_inst,south,0
59980,2019,cf,nopre,type1,p3,196500,3.99,0.4443,4920,360,to_inst,North,0
59981,2019,cf,pre,type1,p3,156500,,,,360,to_inst,North,1
59982,2019,cf,nopre,type2,p3,226500,,,,360,to_inst,North,1
59983,2019,cf,nopre,type1,p4,236500,3.25,0.3036,4679.11,180,to_inst,south,0
59984,2019,cf,pre,type2,p4,396500,3.49,0.7085,0,360,not_inst,North,0
59985,2019,cf,nopre,type1,p4,206500,,,,360,to_inst,south,1
59986,2019,cf,nopre,type1,p3,186500,5.75,1.4313,3184,360,to_inst,North,0
59987,2019,cf,nopre,type2,p4,346500,,,,360,to_inst,central,1
59988,2019,cf,nopre,type1,p4,486500,3.25,-0.1317,1362.26,360,not_inst,North,0
59989,2019,cf,nopre,type1,p4,446500,4.5,1.0037,1588.8,360,to_inst,south,0
59990,2019,cf,nopre,type1,p3,326500,4.375,0.8756,6555.63,360,to_inst,North,0
59991,2019,cf,nopre,type1,p1,366500,,,,360,to_inst,North,1
59992,2019,ncf,nopre,type1,p3,756500,,,,360,to_inst,North,1
59993,2019,cf,nopre,type3,p4,466500,,,,360,to_inst,south,1
59994,2019,cf,nopre,type3,p4,676500,3.5,-0.3575,559.63,360,not_inst,south,0
59995,2019,cf,nopre,type1,p4,376500,4,-0.028,0,360,not_inst,North,0
59996,2019,cf,pre,type2,p1,256500,,,,360,to_inst,south,1
59997,2019,cf,nopre,type1,p3,676500,4,0.2179,0,360,not_inst,south,0
59998,2019,cf,nopre,type1,p4,286500,3.625,0.126,,360,to_inst,North,0
59999,2019,cf,pre,type1,p1,306500,3.75,0.4304,4280.5,360,to_inst,North,0
60000,2019,cf,nopre,type1,p3,296500,2.99,0.2861,7847,156,to_inst,North,0
60001,2019,cf,nopre,type1,p3,76500,4.625,1.4261,2312.5,240,to_inst,North,0
60002,2019,cf,nopre,type1,p4,276500,3.625,0.1368,818.1,360,not_inst,North,0
60003,2019,cf,nopre,type1,p4,246500,2.875,0.1775,6110,180,to_inst,south,0
60004,2019,ncf,nopre,type3,p4,756500,,,,324,not_inst,North,1
60005,2019,cf,nopre,type3,p1,156500,4.375,0.8994,2053.85,360,to_inst,North,0
60006,2019,cf,nopre,type1,p1,236500,,,,360,to_inst,North,1
60007,2019,cf,nopre,type3,p4,356500,2.875,-0.8467,3237.46,360,to_inst,south,0
60008,2019,cf,nopre,type1,p3,336500,,,,240,to_inst,south,1
60009,2019,cf,nopre,type1,p4,216500,,,,240,to_inst,North,1
60010,2019,,nopre,type1,p1,466500,,,,360,not_inst,south,1
60011,2019,cf,nopre,type2,p1,126500,4.25,1.1065,3326.15,360,to_inst,south,0
60012,2019,cf,nopre,type2,p3,136500,3.875,1.0488,1656.8,360,to_inst,south,0
60013,2019,cf,nopre,type3,p3,236500,4.5,0.4171,2941.29,360,to_inst,North,0
60014,2019,cf,pre,type1,p1,276500,3.5,0.1383,7813.91,360,to_inst,south,0
60015,2019,cf,nopre,type2,p4,496500,,,,360,not_inst,North,1
60016,2019,cf,nopre,type1,p1,566500,4.25,0.269,635.04,360,not_inst,south,0
60017,2019,cf,pre,type1,p1,166500,3.99,0.1069,4548,360,to_inst,North,0
60018,2019,cf,nopre,type1,p1,296500,5.125,1.3997,0,360,not_inst,south,0
60019,2019,cf,nopre,type3,p4,346500,3.375,-0.1797,479.6,360,to_inst,North,0
60020,2019,cf,pre,type1,p1,186500,3.875,-0.0138,1874,360,to_inst,North,0
60021,2019,cf,nopre,type1,p1,146500,,,,360,to_inst,North,1
60022,2019,cf,nopre,type3,p3,136500,,,,180,to_inst,North,1
60023,2019,cf,nopre,type1,p4,376500,,,,360,to_inst,south,1
60024,2019,cf,nopre,type1,p3,266500,3.625,0.5566,3975,240,not_inst,North,0
60025,2019,cf,nopre,type1,p4,186500,,,,180,to_inst,south,1
60026,2019,cf,nopre,type2,p3,86500,4.75,1.5351,1076.88,360,to_inst,North,0
60027,2019,cf,nopre,type1,p3,136500,5.125,1.2801,3448.2,360,to_inst,south,0
60028,2019,cf,nopre,type1,p4,516500,3.5,0.392,0,240,not_inst,south,0
60029,2019,cf,nopre,type2,p3,326500,5.5,1.8606,0,360,to_inst,North,0
60030,2019,cf,nopre,type1,p3,166500,3.375,0.0779,4113.8,324,to_inst,south,0
60031,2019,cf,pre,type1,p1,466500,4.25,0.0891,0,360,to_inst,south,0
60032,2019,cf,nopre,type1,p3,426500,,,,180,to_inst,south,1
60033,2019,cf,nopre,type3,p4,436500,3.625,-0.193,0,360,to_inst,south,0
60034,2019,cf,nopre,type1,p3,586500,,,,360,to_inst,south,1
60035,2019,cf,nopre,type1,p2,146500,,,,324,to_inst,central,1
60036,2019,cf,nopre,type1,p4,676500,3.75,-0.528,1048.23,360,not_inst,south,0
60037,2019,cf,nopre,type1,p3,186500,4.99,0.5645,0,360,to_inst,south,0
60038,2019,cf,nopre,type1,p3,106500,4.75,1.3187,3000,360,to_inst,North,0
60039,2019,cf,nopre,type3,p1,406500,3.25,-0.2682,0,360,to_inst,south,0
60040,2019,cf,nopre,type1,p1,686500,4.5,0.3327,722.2,360,not_inst,North,0
60041,2019,cf,nopre,type1,p3,206500,,,,180,to_inst,North,1
60042,2019,cf,nopre,type1,p1,376500,3.375,-0.2219,394.74,360,not_inst,south,0
60043,2019,cf,nopre,type2,p3,206500,3.99,1.2455,1283.32,360,to_inst,North,0
60044,2019,cf,nopre,type3,p3,396500,3.125,-0.3733,0,360,to_inst,North,0
60045,2019,cf,pre,type1,p4,356500,3.99,0.4424,8737.86,360,to_inst,south,0
60046,2019,cf,nopre,type2,p4,286500,3.75,0.6438,0,360,not_inst,North,0
60047,2019,cf,nopre,type1,p4,316500,3.625,0.1348,1713.85,180,not_inst,North-East,0
60048,2019,cf,nopre,type3,p4,186500,2.99,-0.6092,2654.63,300,to_inst,south,0
60049,2019,cf,nopre,type1,p1,326500,4.75,0.843,225.85,360,not_inst,North,0
60050,2019,cf,nopre,type3,p3,176500,3.49,-0.0964,3992.77,360,to_inst,North,0
60051,2019,cf,nopre,type1,p4,256500,3.625,-0.0215,10581.48,360,to_inst,central,0
60052,2019,cf,nopre,type1,p4,196500,3.75,0.3211,5562.13,324,to_inst,central,0
60053,2019,cf,nopre,type1,p1,466500,4.5,0.9994,14040,324,to_inst,North,0
60054,2019,cf,nopre,type1,p4,546500,3.75,0.1523,6575,360,not_inst,south,0
60055,2019,cf,nopre,type2,p3,396500,,,,180,to_inst,south,1
60056,2019,cf,nopre,type1,p4,376500,3.75,0.0697,0,360,not_inst,North,0
60057,2019,cf,nopre,type3,p4,536500,,,,360,not_inst,North,1
60058,2019,cf,pre,type1,p1,386500,4.56,1.0908,7694,360,not_inst,south,0
60059,2019,cf,nopre,type1,p3,216500,5.75,1.2393,2987.5,360,to_inst,south,0
60060,2019,cf,nopre,type1,p3,456500,3.625,0.133,6100,360,not_inst,North,0
60061,2019,cf,pre,type3,p1,216500,4.125,-0.08,0,360,to_inst,North,0
60062,2019,cf,nopre,type1,p4,126500,3.375,0.2498,5154.8,180,to_inst,south,0
60063,2019,cf,nopre,type1,p4,416500,3.75,-0.018,0,360,not_inst,south,0
60064,2019,cf,nopre,type1,p1,646500,,,,360,to_inst,south,1
